danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist(s),gender(of the atrist(s)),"type(solo, colab, grpup/band)",country,number_integrants,song_language,label,lat,long
0.754,0.481,0,-7.91,1,0.444,0.387,0,0.35,0.289,83.907,audio_features,7fM24rKaYCTGf85Lj8U2pk,spotify:track:7fM24rKaYCTGf85Lj8U2pk,https://api.spotify.com/v1/tracks/7fM24rKaYCTGf85Lj8U2pk,https://api.spotify.com/v1/audio-analysis/7fM24rKaYCTGf85Lj8U2pk,180000,4,SIN MIRAR LAS SEÑALES,['Rels B'],M,solo,Spain,1,Spanish,R,40.463667,-3.74922
0.761,0.732,4,-5.469,0,0.0549,0.092,0,0.0716,0.542,151.982,audio_features,4NqQaovM14WR2hNPMFxgjb,spotify:track:4NqQaovM14WR2hNPMFxgjb,https://api.spotify.com/v1/tracks/4NqQaovM14WR2hNPMFxgjb,https://api.spotify.com/v1/audio-analysis/4NqQaovM14WR2hNPMFxgjb,243276,4,25-ago,['Bad Bunny'],M,solo,Puerto Rico,1,Spanish,RF,18.220833,-66.590149
0.744,0.868,1,-4.524,1,0.047,0.0326,0,0.0822,0.586,93.037,audio_features,69vlMrzHwATKzupwNcUPyK,spotify:track:69vlMrzHwATKzupwNcUPyK,https://api.spotify.com/v1/tracks/69vlMrzHwATKzupwNcUPyK,https://api.spotify.com/v1/audio-analysis/69vlMrzHwATKzupwNcUPyK,206420,4,La Santa,"['Bad Bunny', 'Daddy Yankee']",M,colab,Puerto Rico,2,Spanish,R,18.220833,-66.590149
0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94E-05,0.0943,0.672,101.003,audio_features,0y60itmpH0aPKsFiGxmtnh,spotify:track:0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/tracks/0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/audio-analysis/0y60itmpH0aPKsFiGxmtnh,196520,4,Wait a Minute!,['WILLOW'],F,solo,United States,1,English,RF,40,-100
0.9,0.603,2,-5.313,1,0.0646,0.402,4.81E-06,0.134,0.824,129.928,audio_features,41wtwzCZkXwpnakmwJ239F,spotify:track:41wtwzCZkXwpnakmwJ239F,https://api.spotify.com/v1/tracks/41wtwzCZkXwpnakmwJ239F,https://api.spotify.com/v1/audio-analysis/41wtwzCZkXwpnakmwJ239F,170972,4,Si Veo a Tu Mamá,['Bad Bunny'],M,solo,Puerto Rico,1,Spanish,RF,18.220833,-66.590149
0.739,0.41,0,-10.611,1,0.476,0.409,0.000255,0.0873,0.637,81.936,audio_features,2OPdYnaZVHhb6Jn4LnHzZ2,spotify:track:2OPdYnaZVHhb6Jn4LnHzZ2,https://api.spotify.com/v1/tracks/2OPdYnaZVHhb6Jn4LnHzZ2,https://api.spotify.com/v1/audio-analysis/2OPdYnaZVHhb6Jn4LnHzZ2,271306,4,Lo jodiste,['Babi'],F,solo,Spain,1,Spanish,R,40.463667,-3.74922
0.713,0.798,1,-3.147,1,0.219,0.366,4.30E-06,0.246,0.721,176.073,audio_features,4z6wo6PJG4Fve45OXK6D9m,spotify:track:4z6wo6PJG4Fve45OXK6D9m,https://api.spotify.com/v1/tracks/4z6wo6PJG4Fve45OXK6D9m,https://api.spotify.com/v1/audio-analysis/4z6wo6PJG4Fve45OXK6D9m,221103,4,Infeliz,"['Arcangel', 'Bad Bunny']",M,colab,United States,2,Spanish,R,40,-100
0.534,0.583,2,-8.672,1,0.0288,0.0262,0,0.421,0.145,105.997,audio_features,0S0vWvyZ6Rc79TXkWxT9QA,spotify:track:0S0vWvyZ6Rc79TXkWxT9QA,https://api.spotify.com/v1/tracks/0S0vWvyZ6Rc79TXkWxT9QA,https://api.spotify.com/v1/audio-analysis/0S0vWvyZ6Rc79TXkWxT9QA,231547,4,Save That Shit,['Lil Peep'],M,solo,United States,1,English,R,40,-100
0.581,0.76,0,-3.962,1,0.0406,0.16,0,0.183,0.523,104.099,audio_features,1vsQb8n0icvMsFnL9663LM,spotify:track:1vsQb8n0icvMsFnL9663LM,https://api.spotify.com/v1/tracks/1vsQb8n0icvMsFnL9663LM,https://api.spotify.com/v1/audio-analysis/1vsQb8n0icvMsFnL9663LM,205787,4,Need Your Love (with Noah Kahan),"['Gryffin', 'Seven Lions', 'Noah Kahan']",M,colab,United States,3,English,R,40,-100
0.424,0.694,6,-4.912,0,0.0386,0.0573,0.000937,0.133,0.0801,128.034,audio_features,18KjYhghq6K3ZmfcewWDp6,spotify:track:18KjYhghq6K3ZmfcewWDp6,https://api.spotify.com/v1/tracks/18KjYhghq6K3ZmfcewWDp6,https://api.spotify.com/v1/audio-analysis/18KjYhghq6K3ZmfcewWDp6,282481,4,Mistaken (feat. Alex Aris),"['Martin Garrix', 'Matisse & Sadko', 'Alex Aris']",M,colab,Netherlands,3,English,R,21.40884,-52.99206
0.69,0.973,2,-3.588,1,0.0492,0.126,0,0.101,0.772,143.957,audio_features,1mlGScrDQqHqmhdIqE8MmA,spotify:track:1mlGScrDQqHqmhdIqE8MmA,https://api.spotify.com/v1/tracks/1mlGScrDQqHqmhdIqE8MmA,https://api.spotify.com/v1/audio-analysis/1mlGScrDQqHqmhdIqE8MmA,231533,4,Besos En Guerra,"['Morat', 'Juanes']",M,colab,Colombia,2,Spanish,R,4.5709,-74.2973
0.746,0.559,5,-4.008,1,0.0316,0.703,0,0.148,0.368,117.943,audio_features,1ckLp8lCl8LipXI0ypX72m,spotify:track:1ckLp8lCl8LipXI0ypX72m,https://api.spotify.com/v1/tracks/1ckLp8lCl8LipXI0ypX72m,https://api.spotify.com/v1/audio-analysis/1ckLp8lCl8LipXI0ypX72m,200680,4,I'm Gonna Be,['Post Malone'],M,solo,United States,1,English,RF,40,-100
0.886,0.672,1,-4.394,1,0.188,0.0363,8.78E-06,0.101,0.526,91.976,audio_features,5DxXgozhkPLgrbKFY91w0c,spotify:track:5DxXgozhkPLgrbKFY91w0c,https://api.spotify.com/v1/tracks/5DxXgozhkPLgrbKFY91w0c,https://api.spotify.com/v1/audio-analysis/5DxXgozhkPLgrbKFY91w0c,192024,4,Vete,['Bad Bunny'],M,solo,Puerto Rico,1,Spanish,RF,18.220833,-66.590149
0.587,0.92,0,-4.697,0,0.0914,0.0936,0.073,0.185,0.35,126.035,audio_features,5dS2dvXVPe7AR6UwBpnomW,spotify:track:5dS2dvXVPe7AR6UwBpnomW,https://api.spotify.com/v1/tracks/5dS2dvXVPe7AR6UwBpnomW,https://api.spotify.com/v1/audio-analysis/5dS2dvXVPe7AR6UwBpnomW,172381,4,Make It To Heaven (with Raye),"['David Guetta', 'MORTEN', 'RAYE']",V,colab,France,3,English,R,8.308854091,5.458262364
0.704,0.989,11,-6.002,0,0.0563,0.158,0.847,0.0747,0.849,123.972,audio_features,71XJHXchGOQpesUpWKPnAo,spotify:track:71XJHXchGOQpesUpWKPnAo,https://api.spotify.com/v1/tracks/71XJHXchGOQpesUpWKPnAo,https://api.spotify.com/v1/audio-analysis/71XJHXchGOQpesUpWKPnAo,179032,4,Headnoise (Get Hype),"['Martin Ikin', 'Dope Earth Alien']",V,colab,Australia,2,English,R,-32.106275,141.3554875
0.56,0.939,0,-6.013,0,0.0451,0.00304,0.0924,0.106,0.141,123.974,audio_features,7c6tga0CoT6IHhHt16EcBd,spotify:track:7c6tga0CoT6IHhHt16EcBd,https://api.spotify.com/v1/tracks/7c6tga0CoT6IHhHt16EcBd,https://api.spotify.com/v1/audio-analysis/7c6tga0CoT6IHhHt16EcBd,166452,4,Using (with Emily Warren) - MEDUZA Remix,"['RITUAL', 'Emily Warren', 'MEDUZA']",V,colab,Italy,3,English,R,41.87194,12.56738
0.456,0.981,6,0.31,0,0.211,0.0125,4.36E-05,0.127,0.147,140.203,audio_features,5r7Gm9SfIPtEKAcZCKVIFE,spotify:track:5r7Gm9SfIPtEKAcZCKVIFE,https://api.spotify.com/v1/tracks/5r7Gm9SfIPtEKAcZCKVIFE,https://api.spotify.com/v1/audio-analysis/5r7Gm9SfIPtEKAcZCKVIFE,195429,4,Chief,['Borgore'],M,solo,Israel,1,English,RF,31.046051,34.851612
0.853,0.969,2,-1.66,1,0.123,0.00197,0.863,0.0703,0.181,124.975,audio_features,5vMJwEHl4Q8gmQjEfuEh18,spotify:track:5vMJwEHl4Q8gmQjEfuEh18,https://api.spotify.com/v1/tracks/5vMJwEHl4Q8gmQjEfuEh18,https://api.spotify.com/v1/audio-analysis/5vMJwEHl4Q8gmQjEfuEh18,232560,4,Snowstorm,['Borgore'],M,solo,Israel,1,English,R,31.046051,34.851612
0.811,0.825,2,-5.48,1,0.0654,0.000646,0.517,0.0689,0.95,124.005,audio_features,5D1zGVDJTOqwaGSzYw5TtP,spotify:track:5D1zGVDJTOqwaGSzYw5TtP,https://api.spotify.com/v1/tracks/5D1zGVDJTOqwaGSzYw5TtP,https://api.spotify.com/v1/audio-analysis/5D1zGVDJTOqwaGSzYw5TtP,211209,4,Red Light Green Light,"['Duke Dumont', 'Shaun Ross']",M,colab,England,2,English,RF,24.54817255,-43.90224236
0.794,0.79,10,-3.855,0,0.0599,0.144,0,0.0893,0.577,91.984,audio_features,7rknFhrVDyxzTJkPSf7LoW,spotify:track:7rknFhrVDyxzTJkPSf7LoW,https://api.spotify.com/v1/tracks/7rknFhrVDyxzTJkPSf7LoW,https://api.spotify.com/v1/audio-analysis/7rknFhrVDyxzTJkPSf7LoW,307547,4,No Me Conoce - Remix,"['Jhay Cortez', 'J Balvin', 'Bad Bunny']",M,colab,Puerto Rico,3,Spanish,RF,18.220833,-66.590149
0.77,0.84,0,-5.567,0,0.0667,0.112,6.33E-05,0.0579,0.962,94.014,audio_features,7czuEEjWnbOMN1i2jE8VwS,spotify:track:7czuEEjWnbOMN1i2jE8VwS,https://api.spotify.com/v1/tracks/7czuEEjWnbOMN1i2jE8VwS,https://api.spotify.com/v1/audio-analysis/7czuEEjWnbOMN1i2jE8VwS,207027,4,"Papeles (Maahez, Alej, Lary Over, Yashua, Menor Menor)","['Maahez', 'ALEJ', 'Lary Over', 'Yashua', 'Menor Menor']",M,colab,Cuba,5,Spanish,R,21.521757,-77.781167
0.807,0.464,11,-7.59,0,0.048,0.455,2.05E-06,0.139,0.77,139.987,audio_features,3PKk9pGTfQBINlJrEyrH6c,spotify:track:3PKk9pGTfQBINlJrEyrH6c,https://api.spotify.com/v1/tracks/3PKk9pGTfQBINlJrEyrH6c,https://api.spotify.com/v1/audio-analysis/3PKk9pGTfQBINlJrEyrH6c,252000,4,Una Vez Más,"['Manuel Turizo', 'Noriel']",M,colab,Colombia,2,Spanish,R,4.5709,-74.2973
0.697,0.886,1,-3.425,0,0.295,0.113,0,0.296,0.662,175.884,audio_features,4MxYiw28F30NGOaTZ1ySqd,spotify:track:4MxYiw28F30NGOaTZ1ySqd,https://api.spotify.com/v1/tracks/4MxYiw28F30NGOaTZ1ySqd,https://api.spotify.com/v1/audio-analysis/4MxYiw28F30NGOaTZ1ySqd,252269,4,"BOTA FUEGO (feat. Dímelo Flow, Justin Quiles & Lenny Tavárez) - Remix","['Mau y Ricky', 'Nicky Jam', 'Dalex', 'Dímelo Flow', 'Justin Quiles', 'Lenny Tavárez']",M,colab,Venezuela,6,Spanish,R,6.4238,-66.5897
0.923,0.968,2,-6.225,0,0.069,0.0293,0.297,0.308,0.558,123.016,audio_features,0BCCc82ZojWnNBQjY24Lo1,spotify:track:0BCCc82ZojWnNBQjY24Lo1,https://api.spotify.com/v1/tracks/0BCCc82ZojWnNBQjY24Lo1,https://api.spotify.com/v1/audio-analysis/0BCCc82ZojWnNBQjY24Lo1,220067,4,Take It (Sonny Fodera Remix),"['Dom Dolla', 'Sonny Fodera']",M,colab,Australia,2,English,RF,-32.106275,141.3554875
0.684,0.818,6,-5.072,1,0.0415,0.0252,0.0756,0.0956,0.589,122.015,audio_features,3wF2VOoVu4ETxBMJHT4Yao,spotify:track:3wF2VOoVu4ETxBMJHT4Yao,https://api.spotify.com/v1/tracks/3wF2VOoVu4ETxBMJHT4Yao,https://api.spotify.com/v1/audio-analysis/3wF2VOoVu4ETxBMJHT4Yao,199160,4,This Is Real (ft. Ella Henderson),"['Jax Jones', 'Ella Henderson']",V,colab,United States,2,English,R,40,-100
0.664,0.708,8,-4.154,1,0.0474,0.0337,0,0.0841,0.742,103.07,audio_features,5Gu0PDLN4YJeW75PpBSg9p,spotify:track:5Gu0PDLN4YJeW75PpBSg9p,https://api.spotify.com/v1/tracks/5Gu0PDLN4YJeW75PpBSg9p,https://api.spotify.com/v1/audio-analysis/5Gu0PDLN4YJeW75PpBSg9p,174800,4,"Let Me Go (with Alesso, Florida Georgia Line & watt)","['Hailee Steinfeld', 'Alesso', 'Florida Georgia Line', 'watt']",V,colab,United States,4,English,R,40,-100
0.84,0.392,8,-9.882,0,0.06,0.167,6.04E-05,0.122,0.348,121.974,audio_features,2N0YVOA3XO8VtVZwEx7qAP,spotify:track:2N0YVOA3XO8VtVZwEx7qAP,https://api.spotify.com/v1/tracks/2N0YVOA3XO8VtVZwEx7qAP,https://api.spotify.com/v1/audio-analysis/2N0YVOA3XO8VtVZwEx7qAP,218684,4,Nadie Va,['Elsa y Elmar'],F,solo,Colombia,1,Spanish,RF,4.5709,-74.2973
0.806,0.778,1,-4.577,0,0.0616,0.133,0,0.218,0.84,95.993,audio_features,71iAechwVKGu26pahzFL0k,spotify:track:71iAechwVKGu26pahzFL0k,https://api.spotify.com/v1/tracks/71iAechwVKGu26pahzFL0k,https://api.spotify.com/v1/audio-analysis/71iAechwVKGu26pahzFL0k,219587,4,Cuando Nadie Ve,['Morat'],M,solo,Colombia,1,Spanish,RF,4.5709,-74.2973
0.486,0.942,1,-1.644,1,0.204,0.0016,0.0052,0.256,0.284,75.376,audio_features,6fwjiTapOQKpVNKr4pz3hL,spotify:track:6fwjiTapOQKpVNKr4pz3hL,https://api.spotify.com/v1/tracks/6fwjiTapOQKpVNKr4pz3hL,https://api.spotify.com/v1/audio-analysis/6fwjiTapOQKpVNKr4pz3hL,238500,4,Born To Survive,"['Zomboy', 'rx Soul']",M,colab,England,2,English,R,24.54817255,-43.90224236
0.785,0.431,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.085,audio_features,4TnjEaWOeW0eKTKIEvJyCa,spotify:track:4TnjEaWOeW0eKTKIEvJyCa,https://api.spotify.com/v1/tracks/4TnjEaWOeW0eKTKIEvJyCa,https://api.spotify.com/v1/audio-analysis/4TnjEaWOeW0eKTKIEvJyCa,159382,4,Falling,['Trevor Daniel'],M,solo,United States,1,English,RF,40,-100
0.621,0.601,6,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735,audio_features,696DnlkuDOXcMAnKlTgXXK,spotify:track:696DnlkuDOXcMAnKlTgXXK,https://api.spotify.com/v1/tracks/696DnlkuDOXcMAnKlTgXXK,https://api.spotify.com/v1/audio-analysis/696DnlkuDOXcMAnKlTgXXK,163636,5,ROXANNE,['Arizona Zervas'],M,solo,United States,1,English,R,40,-100
0.729,0.773,0,-2.486,1,0.131,0.611,0.00106,0.287,0.718,176.053,audio_features,4fj7e6Tc48Bmomwyz2Z2XC,spotify:track:4fj7e6Tc48Bmomwyz2Z2XC,https://api.spotify.com/v1/tracks/4fj7e6Tc48Bmomwyz2Z2XC,https://api.spotify.com/v1/audio-analysis/4fj7e6Tc48Bmomwyz2Z2XC,199091,4,Te Quemaste,"['Manuel Turizo', 'Anuel AA']",M,colab,Colombia,2,Spanish,R,4.5709,-74.2973
0.653,0.565,1,-6.636,1,0.0354,0.00561,3.02E-05,0.145,0.165,124.987,audio_features,64BKKgWdKdmKlQDzRfHW3C,spotify:track:64BKKgWdKdmKlQDzRfHW3C,https://api.spotify.com/v1/tracks/64BKKgWdKdmKlQDzRfHW3C,https://api.spotify.com/v1/audio-analysis/64BKKgWdKdmKlQDzRfHW3C,222253,4,Free (with Drew Love),"['Louis The Child', 'Drew Love']",M,colab,United States,2,English,R,40,-100
0.684,0.762,0,-5.18,1,0.0501,0.429,0,0.0852,0.892,172.009,audio_features,2alIsNw1mqEShbWyO1HXZZ,spotify:track:2alIsNw1mqEShbWyO1HXZZ,https://api.spotify.com/v1/tracks/2alIsNw1mqEShbWyO1HXZZ,https://api.spotify.com/v1/audio-analysis/2alIsNw1mqEShbWyO1HXZZ,245440,4,Por Perro,"['Sebastian Yatra', 'Luis Figueroa', 'Lary Over']",M,colab,Colombia,3,Spanish,R,4.5709,-74.2973
0.825,0.841,0,-6.433,1,0.135,0.0906,0.00411,0.258,0.616,126.026,audio_features,1CW7tYkpJ95c7bQkRf6CcK,spotify:track:1CW7tYkpJ95c7bQkRf6CcK,https://api.spotify.com/v1/tracks/1CW7tYkpJ95c7bQkRf6CcK,https://api.spotify.com/v1/audio-analysis/1CW7tYkpJ95c7bQkRf6CcK,184582,4,I Wanna Dance,['Jonas Blue'],M,solo,United States,1,English,R,40,-100
0.494,0.767,10,-4.101,1,0.051,0.12,0,0.374,0.112,125.506,audio_features,1gdMKFGWrI34ZTO8k7Hfg6,spotify:track:1gdMKFGWrI34ZTO8k7Hfg6,https://api.spotify.com/v1/tracks/1gdMKFGWrI34ZTO8k7Hfg6,https://api.spotify.com/v1/audio-analysis/1gdMKFGWrI34ZTO8k7Hfg6,219451,3,Call You (feat. Nasri of MAGIC!),"['Cash Cash', 'MAGIC!']",M,colab,United States,2,English,R,40,-100
0.855,0.649,8,-2.443,1,0.151,0.25,0,0.0801,0.741,161.986,audio_features,5jW3rF4URMdK7tO2xjS5EI,spotify:track:5jW3rF4URMdK7tO2xjS5EI,https://api.spotify.com/v1/tracks/5jW3rF4URMdK7tO2xjS5EI,https://api.spotify.com/v1/audio-analysis/5jW3rF4URMdK7tO2xjS5EI,263899,4,Tal Vez,['Paulo Londra'],M,solo,Argentina,1,Spanish,R,-38.4161,-63.6167
0.738,0.748,0,-4.902,1,0.0453,0.182,0,0.11,0.896,94.949,audio_features,59s0s39NFWScuHDbHytI14,spotify:track:59s0s39NFWScuHDbHytI14,https://api.spotify.com/v1/tracks/59s0s39NFWScuHDbHytI14,https://api.spotify.com/v1/audio-analysis/59s0s39NFWScuHDbHytI14,217253,4,Indeciso,"['Reik', 'J Balvin', 'Lalo Ebratt']",M,colab,Mexico,3,Spanish,RF,23.6345,-102.5528
0.441,0.753,0,-4.074,1,0.044,0.0701,0,0.027,0.254,135.015,audio_features,6BDLcvvtyJD2vnXRDi1IjQ,spotify:track:6BDLcvvtyJD2vnXRDi1IjQ,https://api.spotify.com/v1/tracks/6BDLcvvtyJD2vnXRDi1IjQ,https://api.spotify.com/v1/audio-analysis/6BDLcvvtyJD2vnXRDi1IjQ,259556,4,Rush Over Me,"['Seven Lions', 'ILLENIUM', 'Said the Sky', 'HALIENE']",V,colab,United States,4,English,R,40,-100
0.795,0.797,10,-5.96,0,0.0634,0.00438,0.302,0.129,0.627,124.952,audio_features,2M72ge9OrR7muKhcBi509v,spotify:track:2M72ge9OrR7muKhcBi509v,https://api.spotify.com/v1/tracks/2M72ge9OrR7muKhcBi509v,https://api.spotify.com/v1/audio-analysis/2M72ge9OrR7muKhcBi509v,189614,4,Rave Grave,"['Walker & Royce', 'VNSSA']",V,colab,United States,2,English,RF,40,-100
0.532,0.517,0,-9.846,1,0.493,0.547,0.535,0.0854,0.239,186.001,audio_features,4rjA5kJJWbwU1prXCvg6Fk,spotify:track:4rjA5kJJWbwU1prXCvg6Fk,https://api.spotify.com/v1/tracks/4rjA5kJJWbwU1prXCvg6Fk,https://api.spotify.com/v1/audio-analysis/4rjA5kJJWbwU1prXCvg6Fk,290479,3,Grey,['Kölsch'],M,solo,Denmark,1,No/Lang,R,63.2878,-13.3381
0.728,0.542,0,-5.195,1,0.0514,0.259,0,0.136,0.637,90.016,audio_features,1cVlW9WQiGlFdWUXFdFZGh,spotify:track:1cVlW9WQiGlFdWUXFdFZGh,https://api.spotify.com/v1/tracks/1cVlW9WQiGlFdWUXFdFZGh,https://api.spotify.com/v1/audio-analysis/1cVlW9WQiGlFdWUXFdFZGh,227234,3,Pa' Olvidarme De Ella,"['Piso 21', 'Christian Nodal']",M,colab,Colombia,2,Spanish,R,4.5709,-74.2973
0.687,0.779,11,-4.796,0,0.0444,0.236,0,0.134,0.288,122.054,audio_features,4q1SbQqXVLZid34OcNpB5v,spotify:track:4q1SbQqXVLZid34OcNpB5v,https://api.spotify.com/v1/tracks/4q1SbQqXVLZid34OcNpB5v,https://api.spotify.com/v1/audio-analysis/4q1SbQqXVLZid34OcNpB5v,171101,4,Undo (with Calum Scott),"['Naughty Boy', 'Calum Scott']",M,colab,United States,2,English,R,40,-100
0.727,0.449,9,-7.98,1,0.0405,0.0306,0.000949,0.114,0.758,120.006,audio_features,2ou3e82WtnSAvvrtAilPAf,spotify:track:2ou3e82WtnSAvvrtAilPAf,https://api.spotify.com/v1/tracks/2ou3e82WtnSAvvrtAilPAf,https://api.spotify.com/v1/audio-analysis/2ou3e82WtnSAvvrtAilPAf,277548,4,Vicio,['Camilo Séptimo'],M,band,Mexico,1,Spanish,RF,23.6345,-102.5528
0.598,0.526,10,-8.659,0,0.0415,0.129,0,0.14,0.529,123.935,audio_features,7CHi4DtfK4heMlQaudCuHK,spotify:track:7CHi4DtfK4heMlQaudCuHK,https://api.spotify.com/v1/tracks/7CHi4DtfK4heMlQaudCuHK,https://api.spotify.com/v1/audio-analysis/7CHi4DtfK4heMlQaudCuHK,168387,4,Lose Control,"['MEDUZA', 'Becky Hill', 'Goodboys']",V,colab,Italy,3,English,R,41.87194,12.56738
0.867,0.468,10,-7.056,1,0.0875,0.374,0,0.112,0.837,116.954,audio_features,1yTJg3lyUPmwbnve82twH5,spotify:track:1yTJg3lyUPmwbnve82twH5,https://api.spotify.com/v1/tracks/1yTJg3lyUPmwbnve82twH5,https://api.spotify.com/v1/audio-analysis/1yTJg3lyUPmwbnve82twH5,204629,4,Canela,"['Nanpa Básico', 'Charles Ans']",M,colab,Colombia,2,Spanish,R,4.5709,-74.2973
0.59,0.764,2,-4.735,1,0.0467,0.229,0,0.192,0.331,104.911,audio_features,17ejRbr6B8l9zdqgCZsn4m,spotify:track:17ejRbr6B8l9zdqgCZsn4m,https://api.spotify.com/v1/tracks/17ejRbr6B8l9zdqgCZsn4m,https://api.spotify.com/v1/audio-analysis/17ejRbr6B8l9zdqgCZsn4m,231291,4,Nobody Compares To You (feat. Katie Pearlman),"['Gryffin', 'Katie Pearlman']",V,colab,United States,2,English,R,40,-100
0.53,0.729,0,-6.019,1,0.0376,0.00699,0,0.103,0.219,139.929,audio_features,4TIkSdsNSfqpuq6ZYvCjAz,spotify:track:4TIkSdsNSfqpuq6ZYvCjAz,https://api.spotify.com/v1/tracks/4TIkSdsNSfqpuq6ZYvCjAz,https://api.spotify.com/v1/audio-analysis/4TIkSdsNSfqpuq6ZYvCjAz,238338,4,All You Need To Know (feat. Calle Lehmann),"['Gryffin', 'SLANDER', 'Calle Lehmann']",M,colab,United States,3,English,R,40,-100
0.804,0.535,4,-8.603,0,0.143,0.486,0,0.108,0.628,151.957,audio_features,5I2I0xdHPV5opTDQbItBIb,spotify:track:5I2I0xdHPV5opTDQbItBIb,https://api.spotify.com/v1/tracks/5I2I0xdHPV5opTDQbItBIb,https://api.spotify.com/v1/audio-analysis/5I2I0xdHPV5opTDQbItBIb,245191,4,Buenos Genes,"['Rels B', 'DELLAFUENTE']",M,colab,Spain,2,Spanish,R,40.463667,-3.74922
0.512,0.803,5,-5.027,0,0.0505,0.000272,0.0217,0.874,0.174,150.04,audio_features,7eXLJtP9DiUMHgyYjvoLRD,spotify:track:7eXLJtP9DiUMHgyYjvoLRD,https://api.spotify.com/v1/tracks/7eXLJtP9DiUMHgyYjvoLRD,https://api.spotify.com/v1/audio-analysis/7eXLJtP9DiUMHgyYjvoLRD,290050,4,Born To Survive - Wooli & Ray Volpe Remix,"['Zomboy', 'rx Soul', 'Wooli', 'Ray Volpe']",M,colab,England,4,English,R,24.54817255,-43.90224236
0.678,0.663,11,-5.807,0,0.0374,0.135,0.02,0.107,0.747,150.014,audio_features,5VkKghJxtZV1PHBSvmb2kw,spotify:track:5VkKghJxtZV1PHBSvmb2kw,https://api.spotify.com/v1/tracks/5VkKghJxtZV1PHBSvmb2kw,https://api.spotify.com/v1/audio-analysis/5VkKghJxtZV1PHBSvmb2kw,182320,4,Amsterdamned,['Yellow Claw'],M,solo,Netherlands,1,English,R,21.40884,-52.99206
0.661,0.703,9,-2.204,1,0.0686,0.124,0.00346,0.0931,0.659,145.942,audio_features,32DF61LCyB0t9SamSsEuFX,spotify:track:32DF61LCyB0t9SamSsEuFX,https://api.spotify.com/v1/tracks/32DF61LCyB0t9SamSsEuFX,https://api.spotify.com/v1/audio-analysis/32DF61LCyB0t9SamSsEuFX,166849,4,Reasons to Run,['Crankdat'],M,solo,United States,1,English,R,40,-100
0.725,0.79,0,-2.331,1,0.197,0.0711,1.14E-06,0.0602,0.763,175.988,audio_features,4bTZeO72FwMa6wKOiqoynL,spotify:track:4bTZeO72FwMa6wKOiqoynL,https://api.spotify.com/v1/tracks/4bTZeO72FwMa6wKOiqoynL,https://api.spotify.com/v1/audio-analysis/4bTZeO72FwMa6wKOiqoynL,287773,4,Otro Trago - Remix,"['Sech', 'Ozuna', 'Anuel AA', 'Darell', 'Nicky Jam']",M,colab,Panama,5,Spanish,R,8.538,-80.7821
0.587,0.734,9,-4.558,1,0.0407,0.0653,0.000571,0.398,0.401,125.848,audio_features,7Ga9ZSdPAcQXQvd1ObVFpm,spotify:track:7Ga9ZSdPAcQXQvd1ObVFpm,https://api.spotify.com/v1/tracks/7Ga9ZSdPAcQXQvd1ObVFpm,https://api.spotify.com/v1/audio-analysis/7Ga9ZSdPAcQXQvd1ObVFpm,176657,4,Holy Water,['Galantis'],M,band,Sweden,1,English,R,60.128161,18.643501
0.729,0.64,9,-7.383,0,0.0275,0.593,0.000651,0.127,0.395,94.986,audio_features,2QdA7gWtfvDiTYFj53P8we,spotify:track:2QdA7gWtfvDiTYFj53P8we,https://api.spotify.com/v1/tracks/2QdA7gWtfvDiTYFj53P8we,https://api.spotify.com/v1/audio-analysis/2QdA7gWtfvDiTYFj53P8we,262737,4,On the Coast of California,['Midnight Generation'],M,band,Mexico,1,English,RF,23.6345,-102.5528
0.607,0.941,11,-3.807,0,0.481,0.037,0.0137,0.321,0.521,75.401,audio_features,6OTClxme7EYRZGO6An3SMc,spotify:track:6OTClxme7EYRZGO6An3SMc,https://api.spotify.com/v1/tracks/6OTClxme7EYRZGO6An3SMc,https://api.spotify.com/v1/audio-analysis/6OTClxme7EYRZGO6An3SMc,198400,4,Griztronics,"['GRiZ', 'Subtronics']",M,colab,United States,2,English,R,40,-100
0.772,0.626,1,-5.107,0,0.124,0.132,0,0.0862,0.895,169.934,audio_features,1ScD7XQYCKmJ3fdNh71lUE,spotify:track:1ScD7XQYCKmJ3fdNh71lUE,https://api.spotify.com/v1/tracks/1ScD7XQYCKmJ3fdNh71lUE,https://api.spotify.com/v1/audio-analysis/1ScD7XQYCKmJ3fdNh71lUE,206295,4,Bailemos,"['Manuel Turizo', 'Sech']",M,colab,Colombia,2,Spanish,R,4.5709,-74.2973
0.824,0.817,6,-5.407,1,0.0494,0.0494,0.000224,0.0564,0.725,124.038,audio_features,0blBnwS5Dv1pbHwoAr85Jh,spotify:track:0blBnwS5Dv1pbHwoAr85Jh,https://api.spotify.com/v1/tracks/0blBnwS5Dv1pbHwoAr85Jh,https://api.spotify.com/v1/audio-analysis/0blBnwS5Dv1pbHwoAr85Jh,190473,4,Mood (Black Caviar Remix),"['Zack Martino', 'Dyson', 'Black Caviar']",M,colab,United States,3,English,R,40,-100
