danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist(s),gender(of the atrist(s)),"type(solo, colab, grpup/band)",country,number_integrants,song_language,label,lat,long
0.904,0.492,2,-9.657,1,0.155,0.00119,0.364,0.125,0.257,149.982,audio_features,5awaEIMiJboRO7ycF6UOot,spotify:track:5awaEIMiJboRO7ycF6UOot,https://api.spotify.com/v1/tracks/5awaEIMiJboRO7ycF6UOot,https://api.spotify.com/v1/audio-analysis/5awaEIMiJboRO7ycF6UOot,223275,4,Someone Said,['Swae Lee'],M,solo,United States,1,English,FR,,
0.863,0.633,10,-5.002,0,0.287,0.0118,0,0.285,0.545,163.991,audio_features,1E3VQQWFQAPJkXfYHjqWoI,spotify:track:1E3VQQWFQAPJkXfYHjqWoI,https://api.spotify.com/v1/tracks/1E3VQQWFQAPJkXfYHjqWoI,https://api.spotify.com/v1/audio-analysis/1E3VQQWFQAPJkXfYHjqWoI,176750,4,Captain Hook,['Megan Thee Stallion'],F,solo,United States,1,English,FR,,
0.707,0.955,10,-4.593,0,0.222,0.127,0,0.202,0.575,125.989,audio_features,0kEzNFvi5ZOlwn6ly5DR8i,spotify:track:0kEzNFvi5ZOlwn6ly5DR8i,https://api.spotify.com/v1/tracks/0kEzNFvi5ZOlwn6ly5DR8i,https://api.spotify.com/v1/audio-analysis/0kEzNFvi5ZOlwn6ly5DR8i,134240,4,Boss Bitch,['Doja Cat'],F,solo,United States,1,English,FR,,
0.647,0.398,4,-8.63,1,0.0283,0.108,0.107,0.148,0.32,102.029,audio_features,0mO6oS60RST2sWmN2FKknP,spotify:track:0mO6oS60RST2sWmN2FKknP,https://api.spotify.com/v1/tracks/0mO6oS60RST2sWmN2FKknP,https://api.spotify.com/v1/audio-analysis/0mO6oS60RST2sWmN2FKknP,432560,4,One More Hour,['Tame Impala'],M,solo,Australia,1,English,F,,
0.867,0.563,4,-9.697,0,0.228,0.181,0.000204,0.0699,0.449,126.264,audio_features,2DM5Zh9fg3tX3CEZs56ldw,spotify:track:2DM5Zh9fg3tX3CEZs56ldw,https://api.spotify.com/v1/tracks/2DM5Zh9fg3tX3CEZs56ldw,https://api.spotify.com/v1/audio-analysis/2DM5Zh9fg3tX3CEZs56ldw,209973,4,Solo,['Laskaar'],M,solo,Spain,1,Spanish,F,,
0.85,0.505,5,-9.672,0,0.0866,0.563,0.000295,0.0889,0.809,101.015,audio_features,195jacyDVOr5rZ0A1bewsX,spotify:track:195jacyDVOr5rZ0A1bewsX,https://api.spotify.com/v1/tracks/195jacyDVOr5rZ0A1bewsX,https://api.spotify.com/v1/audio-analysis/195jacyDVOr5rZ0A1bewsX,237564,4,muero x ti,"['Noah Pino Palo', 'CLUBZ']",M,band-colab,Mexico,2,Spanish,FR,,
0.807,0.838,7,-6.831,1,0.215,0.451,0,0.0904,0.779,93.027,audio_features,5wtHUpXijyXyaeND3HMfF6,spotify:track:5wtHUpXijyXyaeND3HMfF6,https://api.spotify.com/v1/tracks/5wtHUpXijyXyaeND3HMfF6,https://api.spotify.com/v1/audio-analysis/5wtHUpXijyXyaeND3HMfF6,250133,4,Ladrillo Y Cemento,"['Lng Sht', 'Elsa y Elmar']",V,colab,Mexico,2,Spanish,FR,,
0.792,0.609,1,-4.727,1,0.0694,0.0982,1.37E-06,0.079,0.392,100.038,audio_features,7kVD4QYvh1ZnSQX8qs6Fpi,spotify:track:7kVD4QYvh1ZnSQX8qs6Fpi,https://api.spotify.com/v1/tracks/7kVD4QYvh1ZnSQX8qs6Fpi,https://api.spotify.com/v1/audio-analysis/7kVD4QYvh1ZnSQX8qs6Fpi,166661,4,Me EquivoquÃ©,"['Princesa Alba', 'Alizzz']",V,colab,Chile,2,Spanish,FR,,
0.617,0.525,8,-10.426,0,0.12,0.554,1.1E-06,0.135,0.377,135.781,audio_features,63wx9vdskaXbYxyDx4oJCZ,spotify:track:63wx9vdskaXbYxyDx4oJCZ,https://api.spotify.com/v1/tracks/63wx9vdskaXbYxyDx4oJCZ,https://api.spotify.com/v1/audio-analysis/63wx9vdskaXbYxyDx4oJCZ,212867,4,B.S. (feat. H.E.R.),"['JhenÃ© Aiko', 'H.E.R.']",F,colab,United States,2,English,FR,,
0.64,0.628,2,-6.091,1,0.0324,0.0157,0.0382,0.0916,0.235,125.648,audio_features,1C5utO1I8FoSIn6g1R5DAZ,spotify:track:1C5utO1I8FoSIn6g1R5DAZ,https://api.spotify.com/v1/tracks/1C5utO1I8FoSIn6g1R5DAZ,https://api.spotify.com/v1/audio-analysis/1C5utO1I8FoSIn6g1R5DAZ,319371,4,If Youâ€™re Too Shy (Let Me Know),['The 1975'],M,solo,England,1,English,FR,,
0.767,0.646,5,-8.612,0,0.0424,0.0616,5.81E-05,0.333,0.462,113.006,audio_features,6iTHsvN6Mi2xaQ0igLNvTD,spotify:track:6iTHsvN6Mi2xaQ0igLNvTD,https://api.spotify.com/v1/tracks/6iTHsvN6Mi2xaQ0igLNvTD,https://api.spotify.com/v1/audio-analysis/6iTHsvN6Mi2xaQ0igLNvTD,158015,4,Are You Feeling Sad?,"['Little Dragon', 'Kali Uchis']",V,colab,Sweden,2,English,F,,
0.575,0.447,9,-7.711,0,0.113,0.733,0,0.28,0.418,164.224,audio_features,4wwZekjhyigNdyZC9aiviV,spotify:track:4wwZekjhyigNdyZC9aiviV,https://api.spotify.com/v1/tracks/4wwZekjhyigNdyZC9aiviV,https://api.spotify.com/v1/audio-analysis/4wwZekjhyigNdyZC9aiviV,197756,4,Fuego,['Ilse Hendrix'],F,solo,Mexico,1,Spanish,F,,
0.855,0.603,9,-8.616,0,0.0557,0.0361,0.111,0.0737,0.632,124.034,audio_features,6ucR5nKS16suVMHx5IVT84,spotify:track:6ucR5nKS16suVMHx5IVT84,https://api.spotify.com/v1/tracks/6ucR5nKS16suVMHx5IVT84,https://api.spotify.com/v1/audio-analysis/6ucR5nKS16suVMHx5IVT84,203609,4,Won't Be Late (Spanish G Mix),['Gianluca'],M,solo,Chile,1,Spanish,FR,,
0.703,0.714,2,-4.967,1,0.0316,0.0197,1.65E-06,0.0849,0.62,116.723,audio_features,2N2niBI0xAbLl3jI6l4S7g,spotify:track:2N2niBI0xAbLl3jI6l4S7g,https://api.spotify.com/v1/tracks/2N2niBI0xAbLl3jI6l4S7g,https://api.spotify.com/v1/audio-analysis/2N2niBI0xAbLl3jI6l4S7g,247600,4,The Steps,['HAIM'],F,band,United States,1,English,F,,
0.849,0.473,8,-7.548,1,0.2,0.115,0,0.0488,0.616,107.001,audio_features,1cwQI9EXXDhRV1yP70vHXc,spotify:track:1cwQI9EXXDhRV1yP70vHXc,https://api.spotify.com/v1/tracks/1cwQI9EXXDhRV1yP70vHXc,https://api.spotify.com/v1/audio-analysis/1cwQI9EXXDhRV1yP70vHXc,214529,4,"ringtone (Remix) [feat. Charli XCX, Rico Nasty, Kero Kero Bonito]","['100 gecs', 'Charli XCX', 'Rico Nasty', 'Kero Kero Bonito']",V,colab,United States,4,English,FR,,
0.825,0.669,11,-3.806,1,0.0348,0.419,8.58E-06,0.205,0.796,135.044,audio_features,3OUPJPD1OmFd8gL7ztY9v8,spotify:track:3OUPJPD1OmFd8gL7ztY9v8,https://api.spotify.com/v1/tracks/3OUPJPD1OmFd8gL7ztY9v8,https://api.spotify.com/v1/audio-analysis/3OUPJPD1OmFd8gL7ztY9v8,189357,4,Yelo,"['C. Tangana', 'Alizzz']",M,colab,Spain,2,Spanish,FR,,
0.811,0.512,2,-6.381,1,0.17,0.218,0.0262,0.0768,0.346,92.046,audio_features,4QnC1bIaMSfDQvF4XDhV5M,spotify:track:4QnC1bIaMSfDQvF4XDhV5M,https://api.spotify.com/v1/tracks/4QnC1bIaMSfDQvF4XDhV5M,https://api.spotify.com/v1/audio-analysis/4QnC1bIaMSfDQvF4XDhV5M,161188,4,Boyfriend,['Selena Gomez'],F,solo,United States,1,English,F,,
0.776,0.46,1,-10.704,0,0.113,0.0485,8.44E-06,0.139,0.199,127.947,audio_features,42bWUTI1WKjBIGCFTtD1i2,spotify:track:42bWUTI1WKjBIGCFTtD1i2,https://api.spotify.com/v1/tracks/42bWUTI1WKjBIGCFTtD1i2,https://api.spotify.com/v1/audio-analysis/42bWUTI1WKjBIGCFTtD1i2,183750,4,Between Us (feat. Snoh Aalegra),"['dvsn', 'Snoh Aalegra']",V,colab,Canada,2,English,F,,
0.636,0.929,2,-3.256,0,0.151,0.0854,1.15E-06,0.0822,0.591,117.012,audio_features,1TWNKyNQOBfNUkWWs7FooF,spotify:track:1TWNKyNQOBfNUkWWs7FooF,https://api.spotify.com/v1/tracks/1TWNKyNQOBfNUkWWs7FooF,https://api.spotify.com/v1/audio-analysis/1TWNKyNQOBfNUkWWs7FooF,201060,4,XS,['Rina Sawayama'],F,solo,England,1,English,F,,
0.728,0.493,2,-7.487,0,0.031,0.255,0.000457,0.0855,0.613,129.945,audio_features,4qSjeHfpucJ55Hlx4B1b5t,spotify:track:4qSjeHfpucJ55Hlx4B1b5t,https://api.spotify.com/v1/tracks/4qSjeHfpucJ55Hlx4B1b5t,https://api.spotify.com/v1/audio-analysis/4qSjeHfpucJ55Hlx4B1b5t,217399,4,Nadie Nunca Nos ExtraÃ±a,['Ases Falsos'],M,band,Chile,1,Spanish,F,,
0.74,0.686,5,-7.886,1,0.25,0.481,0.358,0.209,0.685,93.96,audio_features,7p4C1w3JSmKVJXixBrtaKI,spotify:track:7p4C1w3JSmKVJXixBrtaKI,https://api.spotify.com/v1/tracks/7p4C1w3JSmKVJXixBrtaKI,https://api.spotify.com/v1/audio-analysis/7p4C1w3JSmKVJXixBrtaKI,171808,4,NTE,['Buscabulla'],V,band,Puerto Rico,1,Spanish,F,,
0.956,0.366,4,-6.428,0,0.0465,0.0701,0.00691,0.122,0.919,102.014,audio_features,6rsuqpfWuNMpaektrYV906,spotify:track:6rsuqpfWuNMpaektrYV906,https://api.spotify.com/v1/tracks/6rsuqpfWuNMpaektrYV906,https://api.spotify.com/v1/audio-analysis/6rsuqpfWuNMpaektrYV906,189397,4,Imagine U,['Omar Apollo'],M,colab,United States,1,English,F,,
0.866,0.563,11,-6.964,0,0.108,0.185,0,0.0889,0.307,127.954,audio_features,6Juv5N0dNU1imms9c9u1dA,spotify:track:6Juv5N0dNU1imms9c9u1dA,https://api.spotify.com/v1/tracks/6Juv5N0dNU1imms9c9u1dA,https://api.spotify.com/v1/audio-analysis/6Juv5N0dNU1imms9c9u1dA,161668,4,Papi Chulo,"['Octavian', 'Skepta']",M,colab,United States,2,English,F,,
0.611,0.667,2,-7.801,1,0.0342,0.0175,0.0844,0.241,0.793,119.996,audio_features,2haIfONRw1Bhi2zSp67MYU,spotify:track:2haIfONRw1Bhi2zSp67MYU,https://api.spotify.com/v1/tracks/2haIfONRw1Bhi2zSp67MYU,https://api.spotify.com/v1/audio-analysis/2haIfONRw1Bhi2zSp67MYU,253333,4,Aries (feat. Peter Hook and Georgia),"['Gorillaz', 'Peter Hook', 'Georgia']",V,band-colab,England,3,English,F,,
0.719,0.539,5,-7.86,0,0.0425,0.271,5.81E-05,0.172,0.522,92.914,audio_features,6UKwgpnH8kKEIJf7rY9Grb,spotify:track:6UKwgpnH8kKEIJf7rY9Grb,https://api.spotify.com/v1/tracks/6UKwgpnH8kKEIJf7rY9Grb,https://api.spotify.com/v1/audio-analysis/6UKwgpnH8kKEIJf7rY9Grb,187093,4,Lightning,['Orion Sun'],F,solo,United States,1,English,F,,
0.695,0.884,6,-2.278,0,0.0753,0.0561,0,0.213,0.914,103.014,audio_features,39LLxExYz6ewLAcYrzQQyP,spotify:track:39LLxExYz6ewLAcYrzQQyP,https://api.spotify.com/v1/tracks/39LLxExYz6ewLAcYrzQQyP,https://api.spotify.com/v1/audio-analysis/39LLxExYz6ewLAcYrzQQyP,203808,4,Levitating,['Dua Lipa'],F,solo,England,1,English,FR,,
0.732,0.668,2,-6.768,1,0.0443,0.775,5.49E-06,0.223,0.705,111.003,audio_features,6HibhGOvkFN74gWRTr6w2i,spotify:track:6HibhGOvkFN74gWRTr6w2i,https://api.spotify.com/v1/tracks/6HibhGOvkFN74gWRTr6w2i,https://api.spotify.com/v1/audio-analysis/6HibhGOvkFN74gWRTr6w2i,242327,4,Say So - Japanese Version,['Rainych'],F,solo,Japan,1,English,FR,,
0.483,0.846,0,-6.235,1,0.0587,0.422,0.836,0.775,0.321,118.291,audio_features,5Qh2q9g7iP4WXZofuX0WXZ,spotify:track:5Qh2q9g7iP4WXZofuX0WXZ,https://api.spotify.com/v1/tracks/5Qh2q9g7iP4WXZofuX0WXZ,https://api.spotify.com/v1/audio-analysis/5Qh2q9g7iP4WXZofuX0WXZ,162944,4,Can't Help Myself,['Alexandra Savior'],F,solo,United States,1,English,F,,
0.863,0.501,11,-5.018,0,0.133,0.131,0.000316,0.0531,0.575,94.987,audio_features,1sQeLo71tyRhY7TqHRiSQ9,spotify:track:1sQeLo71tyRhY7TqHRiSQ9,https://api.spotify.com/v1/tracks/1sQeLo71tyRhY7TqHRiSQ9,https://api.spotify.com/v1/audio-analysis/1sQeLo71tyRhY7TqHRiSQ9,169256,4,Weedman,['Channel Tres'],M,solo,United States,1,English,FR,,
0.667,0.637,5,-5.18,0,0.204,0.224,0,0.123,0.331,160.136,audio_features,6Ww2sVKm8i3ONuCmZomqft,spotify:track:6Ww2sVKm8i3ONuCmZomqft,https://api.spotify.com/v1/tracks/6Ww2sVKm8i3ONuCmZomqft,https://api.spotify.com/v1/audio-analysis/6Ww2sVKm8i3ONuCmZomqft,191856,4,Popstar,['Rico Nasty'],F,solo,United States,1,English,FR,,
0.693,0.478,11,-12.939,0,0.195,0.0257,0.08,0.163,0.749,127.966,audio_features,3ROrNVOrcH68Hh2EbLffxs,spotify:track:3ROrNVOrcH68Hh2EbLffxs,https://api.spotify.com/v1/tracks/3ROrNVOrcH68Hh2EbLffxs,https://api.spotify.com/v1/audio-analysis/3ROrNVOrcH68Hh2EbLffxs,162459,4,WHEN I GROW UP,['Yaeji'],F,solo,United States,1,English-Korean,FR,,
0.825,0.458,1,-8.26,1,0.0577,0.0124,0.794,0.129,0.41,125.041,audio_features,0YnbUCbW8viWWikWXoVzB1,spotify:track:0YnbUCbW8viWWikWXoVzB1,https://api.spotify.com/v1/tracks/0YnbUCbW8viWWikWXoVzB1,https://api.spotify.com/v1/audio-analysis/0YnbUCbW8viWWikWXoVzB1,201240,4,WAKING UP DOWN,['Yaeji'],F,solo,United States,1,English-Korean,FR,,
0.724,0.714,0,-3.776,1,0.116,0.0246,0.00308,0.441,0.65,119.162,audio_features,2W0Wz0NzO7u5kcb7dGvv5w,spotify:track:2W0Wz0NzO7u5kcb7dGvv5w,https://api.spotify.com/v1/tracks/2W0Wz0NzO7u5kcb7dGvv5w,https://api.spotify.com/v1/audio-analysis/2W0Wz0NzO7u5kcb7dGvv5w,181506,4,Comme Des GarÃ§ons (Like The Boys),['Rina Sawayama'],F,solo,England,1,English,FR,,
0.576,0.451,9,-9.024,0,0.0275,0.415,0.139,0.128,0.302,109.981,audio_features,7rzTv6YbR6jcTL0NWrJl8y,spotify:track:7rzTv6YbR6jcTL0NWrJl8y,https://api.spotify.com/v1/tracks/7rzTv6YbR6jcTL0NWrJl8y,https://api.spotify.com/v1/audio-analysis/7rzTv6YbR6jcTL0NWrJl8y,186509,4,Wind on Tin,['Jess Williamson'],F,solo,United States,1,English,F,,
0.408,0.78,7,-7.273,1,0.123,0.109,0.00376,0.103,0.403,194.983,audio_features,7jx4MkfAR6y1lGAqhqJtlP,spotify:track:7jx4MkfAR6y1lGAqhqJtlP,https://api.spotify.com/v1/tracks/7jx4MkfAR6y1lGAqhqJtlP,https://api.spotify.com/v1/audio-analysis/7jx4MkfAR6y1lGAqhqJtlP,155267,4,Guille Asesino,['C. Tangana'],M,solo,Spain,1,Spanish,F,,
0.711,0.644,9,-6.549,0,0.0291,0.543,0.0567,0.348,0.924,123.189,audio_features,6cvnhDyn1AmKI6qUtPfaNB,spotify:track:6cvnhDyn1AmKI6qUtPfaNB,https://api.spotify.com/v1/tracks/6cvnhDyn1AmKI6qUtPfaNB,https://api.spotify.com/v1/audio-analysis/6cvnhDyn1AmKI6qUtPfaNB,207973,4,Direct Sunlight,['TOPS'],V,band,Canada,1,English,F,,
0.578,0.927,1,-3.195,0,0.107,0.576,0,0.116,0.46,87.404,audio_features,3sVVB8TlYvfB3eR1dKKefv,spotify:track:3sVVB8TlYvfB3eR1dKKefv,https://api.spotify.com/v1/tracks/3sVVB8TlYvfB3eR1dKKefv,https://api.spotify.com/v1/audio-analysis/3sVVB8TlYvfB3eR1dKKefv,243672,4,forever,['Charli XCX'],F,solo,England,1,English,FR,,
0.856,0.641,11,-4.64,0,0.204,0.119,4.97E-06,0.427,0.745,111.004,audio_features,11VApNQCWLJdzxWrlmwzUa,spotify:track:11VApNQCWLJdzxWrlmwzUa,https://api.spotify.com/v1/tracks/11VApNQCWLJdzxWrlmwzUa,https://api.spotify.com/v1/audio-analysis/11VApNQCWLJdzxWrlmwzUa,206221,4,Say So (feat. Nicki Minaj),"['Doja Cat', 'Nicki Minaj']",F,colab,United States,2,English,FR,,
0.716,0.537,0,-7.648,0,0.0514,0.233,0,0.157,0.28,129.979,audio_features,39Yp9wwQiSRIDOvrVg7mbk,spotify:track:39Yp9wwQiSRIDOvrVg7mbk,https://api.spotify.com/v1/tracks/39Yp9wwQiSRIDOvrVg7mbk,https://api.spotify.com/v1/audio-analysis/39Yp9wwQiSRIDOvrVg7mbk,165978,4,THE SCOTTS,"['THE SCOTTS', 'Travis Scott', 'Kid Cudi']",M,colab,United States,3,English,FR,,
0.383,0.617,1,-8.431,0,0.0464,0.672,0.0286,0.112,0.641,78.207,audio_features,5ihtr3hVJJ7GWgagDiyf1i,spotify:track:5ihtr3hVJJ7GWgagDiyf1i,https://api.spotify.com/v1/tracks/5ihtr3hVJJ7GWgagDiyf1i,https://api.spotify.com/v1/audio-analysis/5ihtr3hVJJ7GWgagDiyf1i,298809,4,Nada,"['Lido Pimienta', 'Li Saumet']",F,colab,Colombia,2,Spanish,F,,
0.597,0.503,8,-8.373,1,0.0519,0.00769,7.6E-05,0.0928,0.557,139.071,audio_features,4ylq5OMQY6x7yEeZdmKOdD,spotify:track:4ylq5OMQY6x7yEeZdmKOdD,https://api.spotify.com/v1/tracks/4ylq5OMQY6x7yEeZdmKOdD,https://api.spotify.com/v1/audio-analysis/4ylq5OMQY6x7yEeZdmKOdD,222773,4,I Donâ€™t Think I Can Do This Again (with Clairo),"['Mura Masa', 'Clairo']",V,colab,England,2,English,FR,,
0.562,0.514,2,-9.059,1,0.0251,0.0598,0.855,0.105,0.476,101.005,audio_features,2RzkoEOAdOvuwbdoHWrwpu,spotify:track:2RzkoEOAdOvuwbdoHWrwpu,https://api.spotify.com/v1/tracks/2RzkoEOAdOvuwbdoHWrwpu,https://api.spotify.com/v1/audio-analysis/2RzkoEOAdOvuwbdoHWrwpu,280983,4,Dual Set,['CINEMAS'],M,solo,Mexico,1,No/Lang,F,,
0.725,0.668,5,-7.286,0,0.055,0.0932,2.33E-06,0.112,0.566,82.966,audio_features,35Dh5MnCUPLN3XyAVtQff3,spotify:track:35Dh5MnCUPLN3XyAVtQff3,https://api.spotify.com/v1/tracks/35Dh5MnCUPLN3XyAVtQff3,https://api.spotify.com/v1/audio-analysis/35Dh5MnCUPLN3XyAVtQff3,176787,4,Do It,['Chloe x Halle'],F,band,United States,1,English,F,,
0.809,0.275,2,-16.976,1,0.0416,0.786,0.00151,0.123,0.675,127.975,audio_features,7uCwhG7dd6SJsbn4hd5TwZ,spotify:track:7uCwhG7dd6SJsbn4hd5TwZ,https://api.spotify.com/v1/tracks/7uCwhG7dd6SJsbn4hd5TwZ,https://api.spotify.com/v1/audio-analysis/7uCwhG7dd6SJsbn4hd5TwZ,213750,4,Actitud,"['AQUIHAYAQUIHAY', 'BeatBoy']",M,colab,Mexico,2,Spanish,FR,,
0.796,0.563,1,-6.421,1,0.363,0.22,1.44E-06,0.077,0.485,144.96,audio_features,39KiTKARPALXdEYaG5tqFM,spotify:track:39KiTKARPALXdEYaG5tqFM,https://api.spotify.com/v1/tracks/39KiTKARPALXdEYaG5tqFM,https://api.spotify.com/v1/audio-analysis/39KiTKARPALXdEYaG5tqFM,150720,4,BUSSIT (with Ari Lennox),"['Dreamville', 'Ari Lennox']",V,colab,United States,2,English,F,,
0.812,0.495,10,-8.535,0,0.0666,0.259,0.0014,0.116,0.115,120.028,audio_features,6hIFc8n6iI9r6NBpVA0Fyl,spotify:track:6hIFc8n6iI9r6NBpVA0Fyl,https://api.spotify.com/v1/tracks/6hIFc8n6iI9r6NBpVA0Fyl,https://api.spotify.com/v1/audio-analysis/6hIFc8n6iI9r6NBpVA0Fyl,230851,4,ONLY,"['ZHU', 'Tinashe']",V,colab,United States,2,English,FR,,
0.405,0.606,2,-7.086,1,0.042,0.0115,0.107,0.353,0.198,138.143,audio_features,2xWiANrxoCub6LSdsUjoMj,spotify:track:2xWiANrxoCub6LSdsUjoMj,https://api.spotify.com/v1/tracks/2xWiANrxoCub6LSdsUjoMj,https://api.spotify.com/v1/audio-analysis/2xWiANrxoCub6LSdsUjoMj,227573,4,Dreams Wash Away,['Joe Wong'],M,solo,United States,1,English,F,,
0.741,0.716,2,-6.799,1,0.0619,0.35,0.491,0.0961,0.364,120.005,audio_features,5nj7iytZfhPMn7hZ1Kzn00,spotify:track:5nj7iytZfhPMn7hZ1Kzn00,https://api.spotify.com/v1/tracks/5nj7iytZfhPMn7hZ1Kzn00,https://api.spotify.com/v1/audio-analysis/5nj7iytZfhPMn7hZ1Kzn00,161653,4,BBY,['Two Feet'],M,solo,United States,1,English,F,,
0.639,0.546,1,-5.382,1,0.0407,0.0837,0,0.122,0.149,122.179,audio_features,4uqh9bualXNHXXwO2wPorc,spotify:track:4uqh9bualXNHXXwO2wPorc,https://api.spotify.com/v1/tracks/4uqh9bualXNHXXwO2wPorc,https://api.spotify.com/v1/audio-analysis/4uqh9bualXNHXXwO2wPorc,173124,4,Daisies,['Katy Perry'],F,solo,United States,1,English,FR,,
0.69,0.661,4,-4.274,0,0.0343,0.00449,0.00389,0.154,0.222,91.519,audio_features,51qNCY0lUymE88LPDUqFXd,spotify:track:51qNCY0lUymE88LPDUqFXd,https://api.spotify.com/v1/tracks/51qNCY0lUymE88LPDUqFXd,https://api.spotify.com/v1/audio-analysis/51qNCY0lUymE88LPDUqFXd,222991,4,enemy,['Charli XCX'],F,solo,England,1,English,FR,,
0.679,0.408,4,-9.754,0,0.0882,0.133,0.00455,0.23,0.151,129.079,audio_features,18O00Y7yrkJ0pRXm1n21Og,spotify:track:18O00Y7yrkJ0pRXm1n21Og,https://api.spotify.com/v1/tracks/18O00Y7yrkJ0pRXm1n21Og,https://api.spotify.com/v1/audio-analysis/18O00Y7yrkJ0pRXm1n21Og,206080,4,Eleven (feat. Summer Walker),"['Khalid', 'Summer Walker']",V,colab,United States,2,English,FR,,
0.613,0.428,0,-9.064,1,0.0514,0.245,0,0.254,0.352,105.09,audio_features,5byMYiGxEFH2UzqNWOztGW,spotify:track:5byMYiGxEFH2UzqNWOztGW,https://api.spotify.com/v1/tracks/5byMYiGxEFH2UzqNWOztGW,https://api.spotify.com/v1/audio-analysis/5byMYiGxEFH2UzqNWOztGW,168907,4,Introspection,['UMI'],F,solo,United States,1,English,F,,
0.731,0.95,11,-0.411,1,0.0477,0.113,0.000879,0.138,0.252,140.063,audio_features,22IGm6PYN1THrPe1jFT5u6,spotify:track:22IGm6PYN1THrPe1jFT5u6,https://api.spotify.com/v1/tracks/22IGm6PYN1THrPe1jFT5u6,https://api.spotify.com/v1/audio-analysis/22IGm6PYN1THrPe1jFT5u6,137143,4,Confusion Spell,['SVDDEN DEATH'],M,colab,United States,1,No/Lang,FR,,
0.679,0.533,10,-8.454,1,0.0766,0.313,0.0336,0.171,0.521,83.502,audio_features,3U62bHMhP7bKAFYMkn3fNx,spotify:track:3U62bHMhP7bKAFYMkn3fNx,https://api.spotify.com/v1/tracks/3U62bHMhP7bKAFYMkn3fNx,https://api.spotify.com/v1/audio-analysis/3U62bHMhP7bKAFYMkn3fNx,200303,4,Off the Grid (feat. Khalid),"['Alina Baraz', 'Khalid']",V,colab,United States,2,English,FR,,
0.562,0.58,7,-7.777,0,0.0605,0.433,0,0.15,0.238,83.92,audio_features,5NuoHlFplMTA8jmr4nHjH9,spotify:track:5NuoHlFplMTA8jmr4nHjH9,https://api.spotify.com/v1/tracks/5NuoHlFplMTA8jmr4nHjH9,https://api.spotify.com/v1/audio-analysis/5NuoHlFplMTA8jmr4nHjH9,212667,4,Monday,['Tiana Blake'],F,solo,United States,1,English,F,,
0.717,0.597,10,-4.465,1,0.0838,0.383,0,0.14,0.44,77.048,audio_features,24QjawKdGJmsAIVe3EhzGH,spotify:track:24QjawKdGJmsAIVe3EhzGH,https://api.spotify.com/v1/tracks/24QjawKdGJmsAIVe3EhzGH,https://api.spotify.com/v1/audio-analysis/24QjawKdGJmsAIVe3EhzGH,134853,4,F&MU,['Kehlani'],F,solo,United States,1,English,F,,
0.613,0.479,5,-7.494,0,0.04,0.155,0,0.14,0.342,139.989,audio_features,3ChZZYgEomMrYIYMb1gklU,spotify:track:3ChZZYgEomMrYIYMb1gklU,https://api.spotify.com/v1/tracks/3ChZZYgEomMrYIYMb1gklU,https://api.spotify.com/v1/audio-analysis/3ChZZYgEomMrYIYMb1gklU,236617,4,Holiday,['TOBi'],M,solo,Nigeria,1,English,F,,
0.648,0.59,2,-9.664,1,0.0942,0.697,0.808,0.111,0.401,81.045,audio_features,7eWGnKg4B44sbBPpQp4y2c,spotify:track:7eWGnKg4B44sbBPpQp4y2c,https://api.spotify.com/v1/tracks/7eWGnKg4B44sbBPpQp4y2c,https://api.spotify.com/v1/audio-analysis/7eWGnKg4B44sbBPpQp4y2c,181922,4,Dragonball Durag,['Thundercat'],M,solo,United States,1,English,F,,
0.366,0.175,3,-15.305,1,0.0361,0.823,0.0942,0.089,0.166,144.52,audio_features,1Hl4xRC4328EyH1cgmpacP,spotify:track:1Hl4xRC4328EyH1cgmpacP,https://api.spotify.com/v1/tracks/1Hl4xRC4328EyH1cgmpacP,https://api.spotify.com/v1/audio-analysis/1Hl4xRC4328EyH1cgmpacP,241027,4,Goodbye Blue,"['BADBADNOTGOOD', 'Jonah Yano']",M,colab,Canada,2,English,F,,
0.619,0.657,4,-9.263,1,0.0446,0.404,0.00016,0.865,0.233,95.012,audio_features,2vTnFQO21943vBiaLhv4X5,spotify:track:2vTnFQO21943vBiaLhv4X5,https://api.spotify.com/v1/tracks/2vTnFQO21943vBiaLhv4X5,https://api.spotify.com/v1/audio-analysis/2vTnFQO21943vBiaLhv4X5,219320,4,"Oh, What a World 2.0 - Earth Day Edition",['Kacey Musgraves'],F,solo,United States,1,English,F,,
0.837,0.738,1,-5.297,0,0.117,0.0381,6.97E-06,0.0589,0.715,110.993,audio_features,1RRlUJMxjp2FmkTExBT2T7,spotify:track:1RRlUJMxjp2FmkTExBT2T7,https://api.spotify.com/v1/tracks/1RRlUJMxjp2FmkTExBT2T7,https://api.spotify.com/v1/audio-analysis/1RRlUJMxjp2FmkTExBT2T7,244049,4,Fkn Around (feat. Megan Thee Stallion),"['Phony Ppl', 'Megan Thee Stallion']",V,colab,United States,2,English,FR,,
