danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist(s),gender(of the atrist(s)),"type(solo, colab, grpup/band)",country,number_integrants,song_language,label
0.606,0.83,0,-5.241,1,0.131,0.177,8.89E-05,0.0919,0.826,141.844,audio_features,5qZinaSpZCEfJCLP0QSPw6,spotify:track:5qZinaSpZCEfJCLP0QSPw6,https://api.spotify.com/v1/tracks/5qZinaSpZCEfJCLP0QSPw6,https://api.spotify.com/v1/audio-analysis/5qZinaSpZCEfJCLP0QSPw6,181027,4,The Prophet,['Chicano Batman'],M,band,United States,1,English,F
0.874,0.374,7,-7.354,0,0.0497,0.743,0.112,0.111,0.548,135.069,audio_features,6ZGY81sGxvEpVSO1UWDvsG,spotify:track:6ZGY81sGxvEpVSO1UWDvsG,https://api.spotify.com/v1/tracks/6ZGY81sGxvEpVSO1UWDvsG,https://api.spotify.com/v1/audio-analysis/6ZGY81sGxvEpVSO1UWDvsG,160313,4,Perfecto,['Sen Senra'],M,solo,Spain,1,Spanish,FR
0.552,0.599,1,-5.75,0,0.0404,0.0703,0,0.0986,0.0916,161.884,audio_features,14gkWVFMwdxBMyqBw1wmIg,spotify:track:14gkWVFMwdxBMyqBw1wmIg,https://api.spotify.com/v1/tracks/14gkWVFMwdxBMyqBw1wmIg,https://api.spotify.com/v1/audio-analysis/14gkWVFMwdxBMyqBw1wmIg,208457,4,safety net (feat. Ty Dolla $ign),"['Ariana Grande', 'Ty Dolla $ign']",V,colab,United States,2,English,F
0.777,0.787,9,-4.71,1,0.0732,0.138,0,0.0685,0.698,138.043,audio_features,3htJKHlAjUoRmNLheJ8uTV,spotify:track:3htJKHlAjUoRmNLheJ8uTV,https://api.spotify.com/v1/tracks/3htJKHlAjUoRmNLheJ8uTV,https://api.spotify.com/v1/audio-analysis/3htJKHlAjUoRmNLheJ8uTV,140011,4,Tantrum,['Ashnikko'],F,solo,United States,1,English,FR
0.529,0.239,6,-14.054,0,0.0248,0.873,0.00896,0.098,0.442,75.293,audio_features,2nDLZMuPMvHzNtUY2e7nV3,spotify:track:2nDLZMuPMvHzNtUY2e7nV3,https://api.spotify.com/v1/tracks/2nDLZMuPMvHzNtUY2e7nV3,https://api.spotify.com/v1/audio-analysis/2nDLZMuPMvHzNtUY2e7nV3,110527,4,la luna enamorada,['Kali Uchis'],F,solo,Colombia,1,Spanish,F
0.69,0.558,9,-7.24,1,0.0327,0.413,0.000172,0.667,0.513,123.069,audio_features,1lj9dS2y5osx1qeqkknxwu,spotify:track:1lj9dS2y5osx1qeqkknxwu,https://api.spotify.com/v1/tracks/1lj9dS2y5osx1qeqkknxwu,https://api.spotify.com/v1/audio-analysis/1lj9dS2y5osx1qeqkknxwu,232321,4,La Lucha Diaria,['Ases Falsos'],M,band,Chile,1,Spanish,F
0.713,0.405,10,-9.886,0,0.037,0.802,1.03E-06,0.0994,0.114,128.994,audio_features,3rPaugbuZuIKJpVnF3b1RK,spotify:track:3rPaugbuZuIKJpVnF3b1RK,https://api.spotify.com/v1/tracks/3rPaugbuZuIKJpVnF3b1RK,https://api.spotify.com/v1/audio-analysis/3rPaugbuZuIKJpVnF3b1RK,124651,4,honey baby (SPOILED!),['Kali Uchis'],F,solo,Colombia,1,English,F
0.677,0.786,9,-6.587,1,0.0467,0.00136,5.45E-05,0.326,0.28,139.917,audio_features,5oZIhePTCzvWskktjYgdjr,spotify:track:5oZIhePTCzvWskktjYgdjr,https://api.spotify.com/v1/tracks/5oZIhePTCzvWskktjYgdjr,https://api.spotify.com/v1/audio-analysis/5oZIhePTCzvWskktjYgdjr,229587,4,visions,['Charli XCX'],F,solo,England,1,English,FR
0.42,0.701,1,-7.582,0,0.339,0.832,0,0.103,0.671,79.716,audio_features,5MvCurNMpM3WCCSs40cd37,spotify:track:5MvCurNMpM3WCCSs40cd37,https://api.spotify.com/v1/tracks/5MvCurNMpM3WCCSs40cd37,https://api.spotify.com/v1/audio-analysis/5MvCurNMpM3WCCSs40cd37,349040,4,327,"['Westside Gunn', 'Joey Bada$$', 'Tyler, The Creator', 'Billie Essco']",M,colab,United States,4,English,F
0.679,0.281,3,-15.506,0,0.184,0.873,0.00335,0.215,0.234,74.996,audio_features,2CzUlaKN1mvb0szagSR3ux,spotify:track:2CzUlaKN1mvb0szagSR3ux,https://api.spotify.com/v1/tracks/2CzUlaKN1mvb0szagSR3ux,https://api.spotify.com/v1/audio-analysis/2CzUlaKN1mvb0szagSR3ux,236704,4,Fuck The World (Summer in London),['Brent Faiyaz'],M,solo,United States,1,English,F
0.811,0.712,10,-3.773,0,0.054,0.28,0,0.106,0.576,90.02,audio_features,7MCFjPDImfjQv7GynHgVrR,spotify:track:7MCFjPDImfjQv7GynHgVrR,https://api.spotify.com/v1/tracks/7MCFjPDImfjQv7GynHgVrR,https://api.spotify.com/v1/audio-analysis/7MCFjPDImfjQv7GynHgVrR,179967,4,Colocao,['Nicki Nicole'],F,solo,Argentina,1,Spanish,FR
0.325,0.935,9,-7.346,1,0.0684,0.000153,0.104,0.957,0.362,137.165,audio_features,4DWbAAQs44s7urslZxylVS,spotify:track:4DWbAAQs44s7urslZxylVS,https://api.spotify.com/v1/tracks/4DWbAAQs44s7urslZxylVS,https://api.spotify.com/v1/audio-analysis/4DWbAAQs44s7urslZxylVS,291042,4,Los Ases Falsos - En Vivo,['Ases Falsos'],M,band,Chile,1,Spanish,F
0.633,0.451,3,-9.66,1,0.133,0.75,0.0581,0.0995,0.475,162.112,audio_features,3U12nxwFolQ6hsG6zcyEqc,spotify:track:3U12nxwFolQ6hsG6zcyEqc,https://api.spotify.com/v1/tracks/3U12nxwFolQ6hsG6zcyEqc,https://api.spotify.com/v1/audio-analysis/3U12nxwFolQ6hsG6zcyEqc,244883,4,The Other Lover (Little Dragon & Moses Sumney),"['Little Dragon', 'Moses Sumney']",V,band-colab,Sweden,2,English,F
0.624,0.421,7,-12.602,1,0.066,0.644,0.0673,0.089,0.284,76.004,audio_features,3L60fLXCpeTF4jRL8a7kk9,spotify:track:3L60fLXCpeTF4jRL8a7kk9,https://api.spotify.com/v1/tracks/3L60fLXCpeTF4jRL8a7kk9,https://api.spotify.com/v1/audio-analysis/3L60fLXCpeTF4jRL8a7kk9,192507,4,Acid at 7/11,['Yung Lean'],M,solo,Sweden,1,English,F
0.588,0.545,1,-11.115,1,0.0667,0.119,0,0.266,0.22,140.065,audio_features,6wJvvuAKqrPbXYlO6iqgJ2,spotify:track:6wJvvuAKqrPbXYlO6iqgJ2,https://api.spotify.com/v1/tracks/6wJvvuAKqrPbXYlO6iqgJ2,https://api.spotify.com/v1/audio-analysis/6wJvvuAKqrPbXYlO6iqgJ2,116143,4,2021,['A. G. Cook'],M,solo,England,1,English,FR
0.554,0.899,6,-4.149,0,0.0385,0.000469,0.000365,0.0867,0.556,157.995,audio_features,2ieu0FHqTpBUrMoCFVL3cb,spotify:track:2ieu0FHqTpBUrMoCFVL3cb,https://api.spotify.com/v1/tracks/2ieu0FHqTpBUrMoCFVL3cb,https://api.spotify.com/v1/audio-analysis/2ieu0FHqTpBUrMoCFVL3cb,218333,4,Potential Breakup Song,['Aly & AJ'],F,band,United States,1,English,F
0.754,0.565,1,-5.147,0,0.0539,0.0831,1.43E-06,0.131,0.264,118.027,audio_features,0RB0E9wj4DjaFDOYPEMeps,spotify:track:0RB0E9wj4DjaFDOYPEMeps,https://api.spotify.com/v1/tracks/0RB0E9wj4DjaFDOYPEMeps,https://api.spotify.com/v1/audio-analysis/0RB0E9wj4DjaFDOYPEMeps,200561,4,"""+5 STAR+""",['CL'],F,solo,Korea,1,English,F
0.912,0.656,0,-9.527,1,0.271,0.0309,0.00111,0.153,0.734,130.033,audio_features,4aBU1ktJV12rnvRLILWGeN,spotify:track:4aBU1ktJV12rnvRLILWGeN,https://api.spotify.com/v1/tracks/4aBU1ktJV12rnvRLILWGeN,https://api.spotify.com/v1/audio-analysis/4aBU1ktJV12rnvRLILWGeN,176045,4,Suertuda,['Stupidrag'],F,solo,Mexico,1,Spanish,F
0.67,0.803,9,-7.402,0,0.0369,0.133,0.0015,0.156,0.534,123.984,audio_features,494rSbjxSGfpm8s74CsSnh,spotify:track:494rSbjxSGfpm8s74CsSnh,https://api.spotify.com/v1/tracks/494rSbjxSGfpm8s74CsSnh,https://api.spotify.com/v1/audio-analysis/494rSbjxSGfpm8s74CsSnh,178064,4,Power Over Me - MEDUZA Remix,"['Dermot Kennedy', 'MEDUZA']",M,colab,Italy,2,English,RF
0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,audio_features,5p1ex0pXv6jSPJ6QbumQpD,spotify:track:5p1ex0pXv6jSPJ6QbumQpD,https://api.spotify.com/v1/tracks/5p1ex0pXv6jSPJ6QbumQpD,https://api.spotify.com/v1/audio-analysis/5p1ex0pXv6jSPJ6QbumQpD,152913,4,Piece Of Your Heart,"['MEDUZA', 'Goodboys']",M,colab,Italy,2,English,RF
0.578,0.748,0,-5.609,0,0.046,0.0326,0.00255,0.143,0.17,123.973,audio_features,0eHT54ehADNQkSypa0YGgp,spotify:track:0eHT54ehADNQkSypa0YGgp,https://api.spotify.com/v1/tracks/0eHT54ehADNQkSypa0YGgp,https://api.spotify.com/v1/audio-analysis/0eHT54ehADNQkSypa0YGgp,185806,4,Wild - MEDUZA Remix,"['John Legend', 'MEDUZA']",M,colab,Italy,2,English,RF
0.698,0.859,6,-5.234,0,0.0605,0.114,0.208,0.228,0.518,126.039,audio_features,2NZJKUPIGfJqLAzONNr4gv,spotify:track:2NZJKUPIGfJqLAzONNr4gv,https://api.spotify.com/v1/tracks/2NZJKUPIGfJqLAzONNr4gv,https://api.spotify.com/v1/audio-analysis/2NZJKUPIGfJqLAzONNr4gv,208095,4,Kill Me Slow,"['David Guetta', 'MORTEN']",M,colab,France,2,English,RF
0.785,0.626,4,-8.03,0,0.0675,0.158,4.60E-06,0.181,0.183,154.946,audio_features,4UEuIEv9Wc3wtiWUplGJ7q,spotify:track:4UEuIEv9Wc3wtiWUplGJ7q,https://api.spotify.com/v1/tracks/4UEuIEv9Wc3wtiWUplGJ7q,https://api.spotify.com/v1/audio-analysis/4UEuIEv9Wc3wtiWUplGJ7q,193211,4,Ser Bichote,['Bad Bunny'],M,solo,Puerto Rico,1,Spanish,RF
0.43,0.412,2,-5.372,1,0.0281,0.2,0,0.324,0.0508,90.872,audio_features,09WAnxdBuebQopKhJT3oZS,spotify:track:09WAnxdBuebQopKhJT3oZS,https://api.spotify.com/v1/tracks/09WAnxdBuebQopKhJT3oZS,https://api.spotify.com/v1/audio-analysis/09WAnxdBuebQopKhJT3oZS,157673,4,TRELLAS,['Bad Bunny'],M,solo,Puerto Rico,1,Spanish,RF
0.643,0.727,1,-5.506,1,0.0389,0.0439,0,0.123,0.295,90.019,audio_features,67ACYA3UI6QMNtHX6b34wX,spotify:track:67ACYA3UI6QMNtHX6b34wX,https://api.spotify.com/v1/tracks/67ACYA3UI6QMNtHX6b34wX,https://api.spotify.com/v1/audio-analysis/67ACYA3UI6QMNtHX6b34wX,162299,4,LA DROGA,['Bad Bunny'],M,solo,Puerto Rico,1,Spanish,R
0.636,0.656,2,-5.542,0,0.0676,0.451,7.97E-06,0.287,0.439,171.918,audio_features,3KJ3opyV29269SXkPrc19l,spotify:track:3KJ3opyV29269SXkPrc19l,https://api.spotify.com/v1/tracks/3KJ3opyV29269SXkPrc19l,https://api.spotify.com/v1/audio-analysis/3KJ3opyV29269SXkPrc19l,151506,4,120,['Bad Bunny'],M,solo,Puerto Rico,1,Spanish,R
0.731,0.573,4,-10.059,0,0.0544,0.401,5.22E-05,0.113,0.145,109.928,audio_features,4MzXwWMhyBbmu6hOcLVD49,spotify:track:4MzXwWMhyBbmu6hOcLVD49,https://api.spotify.com/v1/tracks/4MzXwWMhyBbmu6hOcLVD49,https://api.spotify.com/v1/audio-analysis/4MzXwWMhyBbmu6hOcLVD49,205090,4,DÁKITI,"['Bad Bunny', 'Jhay Cortez']",M,colab,Puerto Rico,2,Spanish,RF
0.688,0.881,7,-4.889,0,0.0474,0.0947,0,0.0804,0.677,123.013,audio_features,5fROvzNghPid8mbKNDYvpJ,spotify:track:5fROvzNghPid8mbKNDYvpJ,https://api.spotify.com/v1/tracks/5fROvzNghPid8mbKNDYvpJ,https://api.spotify.com/v1/audio-analysis/5fROvzNghPid8mbKNDYvpJ,191526,4,YO VISTO ASÍ,['Bad Bunny'],M,solo,Puerto Rico,1,Spanish,R
0.856,0.618,7,-4.892,1,0.286,0.0303,0,0.0866,0.391,81.993,audio_features,2XIc1pqjXV3Cr2BQUGNBck,spotify:track:2XIc1pqjXV3Cr2BQUGNBck,https://api.spotify.com/v1/tracks/2XIc1pqjXV3Cr2BQUGNBck,https://api.spotify.com/v1/audio-analysis/2XIc1pqjXV3Cr2BQUGNBck,203201,4,LA NOCHE DE ANOCHE,"['Bad Bunny', 'ROSALÍA']",V,colab,Puerto Rico,2,Spanish,RF
0.798,0.625,4,-6.83,1,0.13,0.383,3.35E-05,0.125,0.774,92.994,audio_features,3oB0bcIVRVZgCkWif0H4vV,spotify:track:3oB0bcIVRVZgCkWif0H4vV,https://api.spotify.com/v1/tracks/3oB0bcIVRVZgCkWif0H4vV,https://api.spotify.com/v1/audio-analysis/3oB0bcIVRVZgCkWif0H4vV,129333,4,PPP,['Kevin Roldan'],M,solo,Colombia,1,Spanish,R
0.69,0.385,0,-8.444,1,0.0817,0.181,0,0.236,0.19,129.958,audio_features,0K0soSt52EhMS9FohRObdK,spotify:track:0K0soSt52EhMS9FohRObdK,https://api.spotify.com/v1/tracks/0K0soSt52EhMS9FohRObdK,https://api.spotify.com/v1/audio-analysis/0K0soSt52EhMS9FohRObdK,226101,4,Cómo Le Digo,['KHEA'],M,solo,Argentina,1,Spanish,R
0.447,0.912,11,-2.163,0,0.0615,0.00595,0.000423,0.189,0.216,111.137,audio_features,6Otf2csWGb04Dwj7Wn8U9m,spotify:track:6Otf2csWGb04Dwj7Wn8U9m,https://api.spotify.com/v1/tracks/6Otf2csWGb04Dwj7Wn8U9m,https://api.spotify.com/v1/audio-analysis/6Otf2csWGb04Dwj7Wn8U9m,266965,4,Nervous Habits (feat. Joey Fleming),"['GG Magree', 'Joey Fleming']",V,colab,Australia,2,English,R
0.751,0.632,0,-5.248,0,0.0815,0.683,1.16E-06,0.119,0.667,123.887,audio_features,4woupD6nz235hkCKdIkQJT,spotify:track:4woupD6nz235hkCKdIkQJT,https://api.spotify.com/v1/tracks/4woupD6nz235hkCKdIkQJT,https://api.spotify.com/v1/audio-analysis/4woupD6nz235hkCKdIkQJT,205161,4,Te Extraño,"['Ovi', 'Junior H']",M,colab,Cuba,2,Spanish,R
0.604,0.661,0,-5.914,1,0.0375,0.234,0,0.0951,0.506,107.016,audio_features,4sJqSKPc5fZ5OZ8JiVI44N,spotify:track:4sJqSKPc5fZ5OZ8JiVI44N,https://api.spotify.com/v1/tracks/4sJqSKPc5fZ5OZ8JiVI44N,https://api.spotify.com/v1/audio-analysis/4sJqSKPc5fZ5OZ8JiVI44N,221440,4,Stranger Things (feat. OneRepublic),"['Kygo', 'OneRepublic']",M,colab,Norway,2,English,R
0.625,0.707,2,-4.761,1,0.0337,0.22,0,0.213,0.479,138.064,audio_features,0Ev562zA4pmUsBqjxsxxdx,spotify:track:0Ev562zA4pmUsBqjxsxxdx,https://api.spotify.com/v1/tracks/0Ev562zA4pmUsBqjxsxxdx,https://api.spotify.com/v1/audio-analysis/0Ev562zA4pmUsBqjxsxxdx,248156,4,Feel Good (feat. Daya),"['Gryffin', 'ILLENIUM', 'Daya']",V,colab,United States,3,English,R
0.273,0.565,2,-7.283,1,0.248,0.516,1.68E-06,0.0855,0.298,179.518,audio_features,2lTtnKQgjbrBA1qnOFhBkP,spotify:track:2lTtnKQgjbrBA1qnOFhBkP,https://api.spotify.com/v1/tracks/2lTtnKQgjbrBA1qnOFhBkP,https://api.spotify.com/v1/audio-analysis/2lTtnKQgjbrBA1qnOFhBkP,235226,4,affection,['BETWEEN FRIENDS'],V,band,United States,1,English,RF
0.863,0.728,7,-2.954,1,0.0586,0.396,9.14E-06,0.0902,0.649,93.035,audio_features,7KKh0ujp8agIiCrkiJhf81,spotify:track:7KKh0ujp8agIiCrkiJhf81,https://api.spotify.com/v1/tracks/7KKh0ujp8agIiCrkiJhf81,https://api.spotify.com/v1/audio-analysis/7KKh0ujp8agIiCrkiJhf81,231745,4,Jangueo,"['Anuel AA', 'Tego Calderon']",M,colab,Puerto Rico,2,Spanish,R
0.716,0.624,6,-5.398,0,0.0739,0.238,0,0.128,0.783,90.983,audio_features,7BEPdOI0neT6p7PnLViqmH,spotify:track:7BEPdOI0neT6p7PnLViqmH,https://api.spotify.com/v1/tracks/7BEPdOI0neT6p7PnLViqmH,https://api.spotify.com/v1/audio-analysis/7BEPdOI0neT6p7PnLViqmH,157081,4,Bajo La Mesa,"['Morat', 'Sebastian Yatra']",M,colab,Colombia,2,Spanish,R
0.736,0.632,11,-4.939,0,0.0648,0.18,0,0.349,0.503,92.03,audio_features,7ndTONDDRFGiPnnhOzOXxq,spotify:track:7ndTONDDRFGiPnnhOzOXxq,https://api.spotify.com/v1/tracks/7ndTONDDRFGiPnnhOzOXxq,https://api.spotify.com/v1/audio-analysis/7ndTONDDRFGiPnnhOzOXxq,216107,4,La Nota,"['Manuel Turizo', 'Rauw Alejandro', 'Myke Towers']",M,colab,Colombia,3,Spanish,RF
0.754,0.796,3,-3.743,0,0.139,0.062,8.60E-05,0.204,0.62,168.045,audio_features,2uu2aGqA2UblCg581Q7l1g,spotify:track:2uu2aGqA2UblCg581Q7l1g,https://api.spotify.com/v1/tracks/2uu2aGqA2UblCg581Q7l1g,https://api.spotify.com/v1/audio-analysis/2uu2aGqA2UblCg581Q7l1g,233160,4,Caramelo - Remix,"['Ozuna', 'KAROL G', 'Myke Towers']",V,colab,Puerto Rico,3,Spanish,RF
0.797,0.843,1,-7.672,0,0.0442,0.00418,0.527,0.123,0.835,125.992,audio_features,61eyaitcIdl1jpnc6Kb8M3,spotify:track:61eyaitcIdl1jpnc6Kb8M3,https://api.spotify.com/v1/tracks/61eyaitcIdl1jpnc6Kb8M3,https://api.spotify.com/v1/audio-analysis/61eyaitcIdl1jpnc6Kb8M3,156210,4,Deep End,['John Summit'],M,solo,United States,1,English,R
0.632,0.595,8,-7.644,0,0.0401,0.0689,0,0.209,0.435,124.114,audio_features,6ft4hAq6yde8jPZY2i5zLr,spotify:track:6ft4hAq6yde8jPZY2i5zLr,https://api.spotify.com/v1/tracks/6ft4hAq6yde8jPZY2i5zLr,https://api.spotify.com/v1/audio-analysis/6ft4hAq6yde8jPZY2i5zLr,167903,4,Paradise (feat. Dermot Kennedy),"['MEDUZA', 'Dermot Kennedy']",M,colab,Italy,2,English,R
0.807,0.656,3,-4.395,0,0.105,0.0165,0,0.0693,0.89,83.943,audio_features,3GtnId3Cm1Xa6joCj08nzW,spotify:track:3GtnId3Cm1Xa6joCj08nzW,https://api.spotify.com/v1/tracks/3GtnId3Cm1Xa6joCj08nzW,https://api.spotify.com/v1/audio-analysis/3GtnId3Cm1Xa6joCj08nzW,185840,4,Jeans,['Justin Quiles'],M,solo,United States,1,Spanish,R
0.701,0.375,9,-12.787,1,0.041,0.57,0.00206,0.1,0.253,107.984,audio_features,28zSA1yhGkpqT6SX5GROKn,spotify:track:28zSA1yhGkpqT6SX5GROKn,https://api.spotify.com/v1/tracks/28zSA1yhGkpqT6SX5GROKn,https://api.spotify.com/v1/audio-analysis/28zSA1yhGkpqT6SX5GROKn,225253,4,Roi,['Videoclub'],V,band,France,1,French,RF
0.661,0.564,11,-8.543,1,0.0238,0.077,0.000312,0.112,0.327,100.026,audio_features,41EVzZNXWACIguYgegrrFX,spotify:track:41EVzZNXWACIguYgegrrFX,https://api.spotify.com/v1/tracks/41EVzZNXWACIguYgegrrFX,https://api.spotify.com/v1/audio-analysis/41EVzZNXWACIguYgegrrFX,222655,4,Enfance 80,['Videoclub'],V,band,France,1,French,RF
0.811,0.797,5,-5.428,1,0.165,0.0617,0,0.112,0.541,97.988,audio_features,7sKDftgGirHWTVFMtJoDoh,spotify:track:7sKDftgGirHWTVFMtJoDoh,https://api.spotify.com/v1/tracks/7sKDftgGirHWTVFMtJoDoh,https://api.spotify.com/v1/audio-analysis/7sKDftgGirHWTVFMtJoDoh,171133,4,Djadja,['Aya Nakamura'],F,solo,France,1,French,R
0.32,0.5,3,-7.979,1,0.0994,0.134,0,0.108,0.142,91.361,audio_features,4vsAUbPb6q9FpC4AGBFdVh,spotify:track:4vsAUbPb6q9FpC4AGBFdVh,https://api.spotify.com/v1/tracks/4vsAUbPb6q9FpC4AGBFdVh,https://api.spotify.com/v1/audio-analysis/4vsAUbPb6q9FpC4AGBFdVh,202600,4,tomorrow tonight,['Loote'],V,solo,Mali,1,English,R
0.583,0.695,9,-5.336,1,0.0423,0.0141,0,0.0527,0.224,104.879,audio_features,0g5EKLgdKvNlln7TNqBByK,spotify:track:0g5EKLgdKvNlln7TNqBByK,https://api.spotify.com/v1/tracks/0g5EKLgdKvNlln7TNqBByK,https://api.spotify.com/v1/audio-analysis/0g5EKLgdKvNlln7TNqBByK,220573,4,Middle,"['DJ Snake', 'Bipolar Sunshine']",M,colab,France,2,English,R
0.572,0.802,7,-4.408,1,0.0807,0.0093,0,0.124,0.255,118.082,audio_features,5Mf84BbHYdrewDABZOH5H6,spotify:track:5Mf84BbHYdrewDABZOH5H6,https://api.spotify.com/v1/tracks/5Mf84BbHYdrewDABZOH5H6,https://api.spotify.com/v1/audio-analysis/5Mf84BbHYdrewDABZOH5H6,237960,4,Talk,"['DJ Snake', 'George Maple']",M,colab,France,2,English,R
0.761,0.62,1,-10.137,0,0.0495,0.366,0.0371,0.142,0.16,115.014,audio_features,4CFAFgARRAmsOzxkcGvkCy,spotify:track:4CFAFgARRAmsOzxkcGvkCy,https://api.spotify.com/v1/tracks/4CFAFgARRAmsOzxkcGvkCy,https://api.spotify.com/v1/audio-analysis/4CFAFgARRAmsOzxkcGvkCy,190558,4,Drive On,"['The Ware', 'YOSIE']",V,colab,France,2,English,RF
0.795,0.689,0,-10.698,1,0.063,0.0282,0.524,0.139,0.41,124.028,audio_features,7tLpXI42s8VipiznMhGd4a,spotify:track:7tLpXI42s8VipiznMhGd4a,https://api.spotify.com/v1/tracks/7tLpXI42s8VipiznMhGd4a,https://api.spotify.com/v1/audio-analysis/7tLpXI42s8VipiznMhGd4a,172379,4,Coffee (Give Me Something) - Ferreck Dawn Remix,"['Tiësto', 'Vintage Culture', 'Ferreck Dawn']",M,colab,Netherlands,3,English,R
0.683,0.853,11,-7.081,0,0.0335,0.0527,0.886,0.072,0.107,125.97,audio_features,6eiEPJ16dOxe0hME3NWxfP,spotify:track:6eiEPJ16dOxe0hME3NWxfP,https://api.spotify.com/v1/tracks/6eiEPJ16dOxe0hME3NWxfP,https://api.spotify.com/v1/audio-analysis/6eiEPJ16dOxe0hME3NWxfP,287292,4,Kronos - Original Mix,['HI-LO'],M,solo,Netherlands,1,,R
0.718,0.712,11,-4.366,1,0.174,0.512,0.00121,0.104,0.531,180.034,audio_features,7x4ASXYEKfQBCewcZhK776,spotify:track:7x4ASXYEKfQBCewcZhK776,https://api.spotify.com/v1/tracks/7x4ASXYEKfQBCewcZhK776,https://api.spotify.com/v1/audio-analysis/7x4ASXYEKfQBCewcZhK776,189653,4,"Ay, DiOs Mío!",['KAROL G'],F,solo,Colombia,1,Spanish,R
0.763,0.58,8,-6.196,1,0.144,0.0466,1.60E-05,0.154,0.608,175.937,audio_features,0cRgJuB6TRtb5RZ2HkjSLh,spotify:track:0cRgJuB6TRtb5RZ2HkjSLh,https://api.spotify.com/v1/tracks/0cRgJuB6TRtb5RZ2HkjSLh,https://api.spotify.com/v1/audio-analysis/0cRgJuB6TRtb5RZ2HkjSLh,212011,4,Anaranjado,"['Jowell & Randy', 'J Balvin']",M,colab,Puerto Rico,2,Spanish,R
0.574,0.734,1,-2.697,1,0.0728,0.241,0.00806,0.0962,0.769,98.023,audio_features,2SbzdGpOKlH3HIAGTWTbwU,spotify:track:2SbzdGpOKlH3HIAGTWTbwU,https://api.spotify.com/v1/tracks/2SbzdGpOKlH3HIAGTWTbwU,https://api.spotify.com/v1/audio-analysis/2SbzdGpOKlH3HIAGTWTbwU,255507,4,La Modelo,"['Ozuna', 'Cardi B']",V,colab,Puerto Rico,2,Spanish,RF
0.727,0.838,9,-2.435,1,0.0472,0.297,0,0.0603,0.933,145.995,audio_features,1Ol5LmdNDNpFu1oNwfgkux,spotify:track:1Ol5LmdNDNpFu1oNwfgkux,https://api.spotify.com/v1/tracks/1Ol5LmdNDNpFu1oNwfgkux,https://api.spotify.com/v1/audio-analysis/1Ol5LmdNDNpFu1oNwfgkux,179339,4,Tutu,"['Camilo', 'Pedro Capó']",M,colab,Colombia,2,Spanish,R
0.72,0.606,1,-3.54,1,0.116,0.143,0,0.0824,0.805,165.882,audio_features,0pgj4EzB1XRqgZemoMNG5D,spotify:track:0pgj4EzB1XRqgZemoMNG5D,https://api.spotify.com/v1/tracks/0pgj4EzB1XRqgZemoMNG5D,https://api.spotify.com/v1/audio-analysis/0pgj4EzB1XRqgZemoMNG5D,182709,4,Por Primera Vez,"['Camilo', 'Evaluna Montaner']",V,colab,Colombia,2,Spanish,R
0.734,0.775,8,-3.855,1,0.0614,0.186,0.000542,0.123,0.72,166.039,audio_features,0JAZWvvqttGFm4UMDsPQXC,spotify:track:0JAZWvvqttGFm4UMDsPQXC,https://api.spotify.com/v1/tracks/0JAZWvvqttGFm4UMDsPQXC,https://api.spotify.com/v1/audio-analysis/0JAZWvvqttGFm4UMDsPQXC,224187,4,Despeinada,"['Ozuna', 'Camilo']",M,colab,Puerto Rico,2,Spanish,R
0.755,0.886,2,-3.042,1,0.087,0.382,1.30E-05,0.613,0.539,124.071,audio_features,6s60yNLuohK4ng5KQ6LjVV,spotify:track:6s60yNLuohK4ng5KQ6LjVV,https://api.spotify.com/v1/tracks/6s60yNLuohK4ng5KQ6LjVV,https://api.spotify.com/v1/audio-analysis/6s60yNLuohK4ng5KQ6LjVV,172975,4,Thing For You - Don Diablo Remix,"['David Guetta', 'Martin Solveig', 'Don Diablo']",M,colab,France,3,English,RF
0.57,0.575,1,-5.387,1,0.0423,0.011,0.533,0.275,0.14,126.009,audio_features,4exhxjbZADzqfzozp1Bu2k,spotify:track:4exhxjbZADzqfzozp1Bu2k,https://api.spotify.com/v1/tracks/4exhxjbZADzqfzozp1Bu2k,https://api.spotify.com/v1/audio-analysis/4exhxjbZADzqfzozp1Bu2k,382262,4,forever free (feat. Duskus),"['San Holo', 'Duskus']",M,colab,Netherlands,2,English,R
0.546,0.587,9,-9.315,1,0.334,0.522,0.0467,0.0955,0.334,123.944,audio_features,0h4yWQq8wkQq0rhhA1Ik4F,spotify:track:0h4yWQq8wkQq0rhhA1Ik4F,https://api.spotify.com/v1/tracks/0h4yWQq8wkQq0rhhA1Ik4F,https://api.spotify.com/v1/audio-analysis/0h4yWQq8wkQq0rhhA1Ik4F,185336,4,Drivin Thru the Night,['Petit Biscuit'],M,solo,France,1,English,R
0.786,0.706,9,-6.212,0,0.0537,0.251,0.213,0.142,0.313,120.011,audio_features,5Z3trOR982mBrJcPfrLUsq,spotify:track:5Z3trOR982mBrJcPfrLUsq,https://api.spotify.com/v1/tracks/5Z3trOR982mBrJcPfrLUsq,https://api.spotify.com/v1/audio-analysis/5Z3trOR982mBrJcPfrLUsq,255093,4,Cocaine Model,['ZHU'],M,solo,United States,1,English,RF
