danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist(s),gender(of the atrist(s)),"type(solo, colab, grpup/band)",country,number_integrants,song_language,label
0.625,0.863,1,-5.009,0,0.04,0.00557,0.00138,0.0916,0.631,100.04,audio_features,0ahwWC6WVFaHaSCu26Meec,spotify:track:0ahwWC6WVFaHaSCu26Meec,https://api.spotify.com/v1/tracks/0ahwWC6WVFaHaSCu26Meec,https://api.spotify.com/v1/audio-analysis/0ahwWC6WVFaHaSCu26Meec,251464,4,On My Own,['Shamir'],M,solo,United States,1,English,F
0.425,0.477,10,-8.768,1,0.0324,0.667,9.28E-06,0.349,0.345,171.535,audio_features,2oVMXhttDnQkUWylITN4Br,spotify:track:2oVMXhttDnQkUWylITN4Br,https://api.spotify.com/v1/tracks/2oVMXhttDnQkUWylITN4Br,https://api.spotify.com/v1/audio-analysis/2oVMXhttDnQkUWylITN4Br,212200,4,Oh Yeah,['A. G. Cook'],M,solo,England,1,English,F
0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,audio_features,463CkQjx2Zk1yXoBuierM9,spotify:track:463CkQjx2Zk1yXoBuierM9,https://api.spotify.com/v1/tracks/463CkQjx2Zk1yXoBuierM9,https://api.spotify.com/v1/audio-analysis/463CkQjx2Zk1yXoBuierM9,203064,4,Levitating (feat. DaBaby),"['Dua Lipa', 'DaBaby']",V,colab,England,2,English,FR
0.403,0.245,0,-11.862,1,0.0569,0.969,4.74E-05,0.119,0.148,128.333,audio_features,4HvE2E9rXJDcQhE4YfeNuG,spotify:track:4HvE2E9rXJDcQhE4YfeNuG,https://api.spotify.com/v1/tracks/4HvE2E9rXJDcQhE4YfeNuG,https://api.spotify.com/v1/audio-analysis/4HvE2E9rXJDcQhE4YfeNuG,200661,4,Let Me Love You Like A Woman,['Lana Del Rey'],F,solo,United States,1,English,F
0.676,0.631,5,-7.842,0,0.224,0.0636,1.85E-06,0.143,0.726,150.2,audio_features,6SykBo6T7iX27cRWyQlmww,spotify:track:6SykBo6T7iX27cRWyQlmww,https://api.spotify.com/v1/tracks/6SykBo6T7iX27cRWyQlmww,https://api.spotify.com/v1/audio-analysis/6SykBo6T7iX27cRWyQlmww,197358,4,Made Me Everything,['TOBi'],M,solo,United States,1,English,F
0.513,0.884,1,-4.2,0,0.0312,0.00161,0.000208,0.145,0.452,103.034,audio_features,1aTf6n7MSd9z1LQYJEcmqF,spotify:track:1aTf6n7MSd9z1LQYJEcmqF,https://api.spotify.com/v1/tracks/1aTf6n7MSd9z1LQYJEcmqF,https://api.spotify.com/v1/audio-analysis/1aTf6n7MSd9z1LQYJEcmqF,194994,4,Care,['beabadoobee'],F,solo,England,1,English,FR
0.741,0.488,6,-5.21,0,0.193,0.368,0,0.278,0.581,93.958,audio_features,6fB1ydv1Ihm5uJT4oiFLSE,spotify:track:6fB1ydv1Ihm5uJT4oiFLSE,https://api.spotify.com/v1/tracks/6fB1ydv1Ihm5uJT4oiFLSE,https://api.spotify.com/v1/audio-analysis/6fB1ydv1Ihm5uJT4oiFLSE,184847,4,Glue,['Lil Halima'],F,solo,Norway,1,English,FR
0.609,0.647,6,-6.21,1,0.0482,0.395,0,0.11,0.507,106.732,audio_features,4xeGlEItAGRsWFykY7ixjW,spotify:track:4xeGlEItAGRsWFykY7ixjW,https://api.spotify.com/v1/tracks/4xeGlEItAGRsWFykY7ixjW,https://api.spotify.com/v1/audio-analysis/4xeGlEItAGRsWFykY7ixjW,258035,4,Pink Pony Club,['Chappell Roan'],F,solo,United States,1,English,F
0.767,0.694,1,-5.059,0,0.0384,0.0629,0,0.32,0.78,112.012,audio_features,5eR6OS3joTAHJToyzehKfu,spotify:track:5eR6OS3joTAHJToyzehKfu,https://api.spotify.com/v1/tracks/5eR6OS3joTAHJToyzehKfu,https://api.spotify.com/v1/audio-analysis/5eR6OS3joTAHJToyzehKfu,228400,4,Troubleâ€™s Coming,['Royal Blood'],M,band,England,1,English,F
0.544,0.886,0,-2.667,1,0.0381,0.00188,0,0.324,0.567,104.09,audio_features,1cIi1x8ANjMO97wH5OfYO1,spotify:track:1cIi1x8ANjMO97wH5OfYO1,https://api.spotify.com/v1/tracks/1cIi1x8ANjMO97wH5OfYO1,https://api.spotify.com/v1/audio-analysis/1cIi1x8ANjMO97wH5OfYO1,215645,4,Leave Me Alone,['I DONT KNOW HOW BUT THEY FOUND ME'],M,band,United States,1,English,F
0.806,0.934,2,-0.836,1,0.11,0.104,0.00108,0.0618,0.444,128.016,audio_features,6yGQ86UppYULzTCxAWgwVN,spotify:track:6yGQ86UppYULzTCxAWgwVN,https://api.spotify.com/v1/tracks/6yGQ86UppYULzTCxAWgwVN,https://api.spotify.com/v1/audio-analysis/6yGQ86UppYULzTCxAWgwVN,205520,4,Why Not?,['LOONA'],F,band,Korea,1,Korean,F
0.798,0.873,10,-6.732,0,0.0908,0.064,5.17E-05,0.764,0.846,98.017,audio_features,2ZFu40Ik8VsUE9H87W0MmZ,spotify:track:2ZFu40Ik8VsUE9H87W0MmZ,https://api.spotify.com/v1/tracks/2ZFu40Ik8VsUE9H87W0MmZ,https://api.spotify.com/v1/audio-analysis/2ZFu40Ik8VsUE9H87W0MmZ,227402,4,KLK,"['Arca', 'ROSALÃA']",F,colab,Venezuela,2,Spanish,F
0.477,0.85,3,-1.486,0,0.0911,0.00108,0,0.0675,0.601,163.845,audio_features,60M8FSYZP8MA0Wy2huOADL,spotify:track:60M8FSYZP8MA0Wy2huOADL,https://api.spotify.com/v1/tracks/60M8FSYZP8MA0Wy2huOADL,https://api.spotify.com/v1/audio-analysis/60M8FSYZP8MA0Wy2huOADL,210893,4,LA DI DA,['EVERGLOW'],F,band,Korea,1,Korean,F
0.683,0.581,10,-7.34,0,0.0849,0.256,0.000416,0.118,0.21,100.703,audio_features,4B14OznKUOkvDJO3Qy7xp3,spotify:track:4B14OznKUOkvDJO3Qy7xp3,https://api.spotify.com/v1/tracks/4B14OznKUOkvDJO3Qy7xp3,https://api.spotify.com/v1/audio-analysis/4B14OznKUOkvDJO3Qy7xp3,205099,4,Lovesick,['RVBY'],F,solo,United States,1,English,F
0.843,0.678,0,-4.636,1,0.0449,0.172,2.51E-06,0.146,0.856,127.954,audio_features,1HTLWNqhZndysILofdncG4,spotify:track:1HTLWNqhZndysILofdncG4,https://api.spotify.com/v1/tracks/1HTLWNqhZndysILofdncG4,https://api.spotify.com/v1/audio-analysis/1HTLWNqhZndysILofdncG4,196209,4,Super Single,['Genes'],F,solo,United States,1,English,F
0.553,0.958,2,-4.882,0,0.0427,0.00966,0.00151,0.322,0.857,120.034,audio_features,1D5pIkhE0rFVLvENZqPhWG,spotify:track:1D5pIkhE0rFVLvENZqPhWG,https://api.spotify.com/v1/tracks/1D5pIkhE0rFVLvENZqPhWG,https://api.spotify.com/v1/audio-analysis/1D5pIkhE0rFVLvENZqPhWG,253442,4,Born in a War,['Future Islands'],M,band,United States,1,English,F
0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,audio_features,35mvY5S1H3J2QZyna3TFe0,spotify:track:35mvY5S1H3J2QZyna3TFe0,https://api.spotify.com/v1/tracks/35mvY5S1H3J2QZyna3TFe0,https://api.spotify.com/v1/audio-analysis/35mvY5S1H3J2QZyna3TFe0,172325,4,positions,['Ariana Grande'],F,solo,United States,1,English,FR
0.75,0.856,2,-5.802,1,0.0457,0.0778,3.65E-05,0.117,0.94,130.034,audio_features,3oP3Tfn86FRmxAGsV0TqCp,spotify:track:3oP3Tfn86FRmxAGsV0TqCp,https://api.spotify.com/v1/tracks/3oP3Tfn86FRmxAGsV0TqCp,https://api.spotify.com/v1/audio-analysis/3oP3Tfn86FRmxAGsV0TqCp,181029,4,The Valley of The Pagans (feat. Beck),"['Gorillaz', 'Beck']",M,band-colab,England,2,English,FR
0.618,0.75,5,-6.938,0,0.0641,0.324,0.0168,0.431,0.864,88.179,audio_features,36qo9oMO8yRrZMsDcd5x83,spotify:track:36qo9oMO8yRrZMsDcd5x83,https://api.spotify.com/v1/tracks/36qo9oMO8yRrZMsDcd5x83,https://api.spotify.com/v1/audio-analysis/36qo9oMO8yRrZMsDcd5x83,197525,4,Green Eyes,['Arlo Parks'],F,solo,England,1,English,F
0.558,0.842,9,-3.883,1,0.0611,0.268,0.00408,0.684,0.481,121.986,audio_features,4QCYm5VF70vcx5Ua15aTSN,spotify:track:4QCYm5VF70vcx5Ua15aTSN,https://api.spotify.com/v1/tracks/4QCYm5VF70vcx5Ua15aTSN,https://api.spotify.com/v1/audio-analysis/4QCYm5VF70vcx5Ua15aTSN,222622,4,Triple Double,"['Jean Dawson', 'A$AP Rocky']",M,colab,United States,2,English,FR
0.523,0.824,4,-3.116,1,0.142,0.0155,0,0.651,0.897,159.91,audio_features,5tce1djv1j0pGz8oGOkmVs,spotify:track:5tce1djv1j0pGz8oGOkmVs,https://api.spotify.com/v1/tracks/5tce1djv1j0pGz8oGOkmVs,https://api.spotify.com/v1/audio-analysis/5tce1djv1j0pGz8oGOkmVs,181738,4,ACTING NORMAL,['BLACKSTARKIDS'],V,band,United States,1,English,F
0.729,0.672,2,-4.815,1,0.0351,0.00353,7.06E-05,0.275,0.663,115.023,audio_features,1VpkwLKRFjxIw2elI7m1Oz,spotify:track:1VpkwLKRFjxIw2elI7m1Oz,https://api.spotify.com/v1/tracks/1VpkwLKRFjxIw2elI7m1Oz,https://api.spotify.com/v1/audio-analysis/1VpkwLKRFjxIw2elI7m1Oz,204633,4,Only Time Makes It Human,['King Princess'],F,solo,United States,1,English,FR
0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,audio_features,6AGOKlMZWLCaEJGnaROtF9,spotify:track:6AGOKlMZWLCaEJGnaROtF9,https://api.spotify.com/v1/tracks/6AGOKlMZWLCaEJGnaROtF9,https://api.spotify.com/v1/audio-analysis/6AGOKlMZWLCaEJGnaROtF9,210463,4,Put Your Records On,['Ritt Momney'],M,solo,United States,1,English,FR
0.657,0.88,10,-3.672,0,0.102,0.121,0,0.463,0.769,150.084,audio_features,37ZtpRBkHcaq6hHy0X98zn,spotify:track:37ZtpRBkHcaq6hHy0X98zn,https://api.spotify.com/v1/tracks/37ZtpRBkHcaq6hHy0X98zn,https://api.spotify.com/v1/audio-analysis/37ZtpRBkHcaq6hHy0X98zn,205493,4,I CAN'T STOP ME,['TWICE'],F,band,Korea,1,Korean,F
0.702,0.748,9,-9.304,1,0.0463,0.0334,0.00296,0.104,0.967,123.02,audio_features,0OYf62rdwDouKohtCALD55,spotify:track:0OYf62rdwDouKohtCALD55,https://api.spotify.com/v1/tracks/0OYf62rdwDouKohtCALD55,https://api.spotify.com/v1/audio-analysis/0OYf62rdwDouKohtCALD55,214146,4,wachito rico,['boy pablo'],M,solo,Norway,1,English-Spanish,FR
0.58,0.844,0,-5.188,1,0.127,0.073,0.00026,0.283,0.322,127.853,audio_features,23ulAXyJPseUTP5iSB1t3v,spotify:track:23ulAXyJPseUTP5iSB1t3v,https://api.spotify.com/v1/tracks/23ulAXyJPseUTP5iSB1t3v,https://api.spotify.com/v1/audio-analysis/23ulAXyJPseUTP5iSB1t3v,201773,4,Salt Licorice (with Robyn) - Radio Edit,"['JÃ³nsi', 'Robyn']",V,colab,-,2,English,F
0.67,0.781,1,-4.943,1,0.0374,0.00327,0.0132,0.18,0.333,162.065,audio_features,6IK4NwYUNSFkNhnXc4nTGn,spotify:track:6IK4NwYUNSFkNhnXc4nTGn,https://api.spotify.com/v1/tracks/6IK4NwYUNSFkNhnXc4nTGn,https://api.spotify.com/v1/audio-analysis/6IK4NwYUNSFkNhnXc4nTGn,214191,4,Party Till I Die,['Kim Petras'],F,solo,Germany,1,English,FR
0.614,0.786,7,-6.243,1,0.246,0.0332,0,0.207,0.491,79.989,audio_features,4Y5qUEDkvoNErVJj2evomM,spotify:track:4Y5qUEDkvoNErVJj2evomM,https://api.spotify.com/v1/tracks/4Y5qUEDkvoNErVJj2evomM,https://api.spotify.com/v1/audio-analysis/4Y5qUEDkvoNErVJj2evomM,130729,4,Edgelord (feat. Rebecca Black),"['Dorian Electra', 'Rebecca Black']",V,colab,United States,2,English,F
0.717,0.753,7,-6.02,1,0.0605,0.206,0,0.101,0.734,137.936,audio_features,0OStKKAuXlxA0fMH54Qs6E,spotify:track:0OStKKAuXlxA0fMH54Qs6E,https://api.spotify.com/v1/tracks/0OStKKAuXlxA0fMH54Qs6E,https://api.spotify.com/v1/audio-analysis/0OStKKAuXlxA0fMH54Qs6E,150654,4,Halloweenie III: Seven Days,['Ashnikko'],F,solo,United States,1,English,FR
0.541,0.797,6,-4.217,0,0.044,0.00644,4.68E-06,0.166,0.141,144.004,audio_features,4ysFUHV0U6cxRECKZat00X,spotify:track:4ysFUHV0U6cxRECKZat00X,https://api.spotify.com/v1/tracks/4ysFUHV0U6cxRECKZat00X,https://api.spotify.com/v1/audio-analysis/4ysFUHV0U6cxRECKZat00X,135310,4,Self Destruct,"['Slayyyter', 'Wuki']",V,colab,United States,2,English,F
0.956,0.301,0,-8.699,1,0.072,0.15,0.000884,0.113,0.0759,107.984,audio_features,4OL39vZOiYvqBiC2UOwoyr,spotify:track:4OL39vZOiYvqBiC2UOwoyr,https://api.spotify.com/v1/tracks/4OL39vZOiYvqBiC2UOwoyr,https://api.spotify.com/v1/audio-analysis/4OL39vZOiYvqBiC2UOwoyr,147756,4,Dora,['Tierra Whack'],F,solo,United States,1,English,F
0.731,0.573,4,-10.059,0,0.0544,0.401,5.22E-05,0.113,0.145,109.928,audio_features,47EiUVwUp4C9fGccaPuUCS,spotify:track:47EiUVwUp4C9fGccaPuUCS,https://api.spotify.com/v1/tracks/47EiUVwUp4C9fGccaPuUCS,https://api.spotify.com/v1/audio-analysis/47EiUVwUp4C9fGccaPuUCS,205090,4,Dakiti,"['Bad Bunny', 'Jhay Cortez']",M,colab,Puerto Rico,2,Spanish,FR
0.535,0.763,1,-10.16,0,0.0788,0.578,0.573,0.103,0.166,148.027,audio_features,4rkUQKlWrCM6DiYRFqybdZ,spotify:track:4rkUQKlWrCM6DiYRFqybdZ,https://api.spotify.com/v1/tracks/4rkUQKlWrCM6DiYRFqybdZ,https://api.spotify.com/v1/audio-analysis/4rkUQKlWrCM6DiYRFqybdZ,229502,4,Someone New,['Helena Deland'],F,solo,Canada,1,English,F
0.404,0.249,7,-15.881,1,0.0472,0.702,0.000911,0.171,0.284,120.221,audio_features,0WhOnqFjbvpwt3wU0L5v04,spotify:track:0WhOnqFjbvpwt3wU0L5v04,https://api.spotify.com/v1/tracks/0WhOnqFjbvpwt3wU0L5v04,https://api.spotify.com/v1/audio-analysis/0WhOnqFjbvpwt3wU0L5v04,211295,4,How To Fight,['Eartheater'],F,solo,United States,1,English,F
0.723,0.653,4,-6.003,0,0.0614,0.0821,2.27E-06,0.0824,0.361,124.023,audio_features,7ngTmzqa1PylqWUtMWfCgl,spotify:track:7ngTmzqa1PylqWUtMWfCgl,https://api.spotify.com/v1/tracks/7ngTmzqa1PylqWUtMWfCgl,https://api.spotify.com/v1/audio-analysis/7ngTmzqa1PylqWUtMWfCgl,225392,4,Dance (â€˜Til You Love Someone Else),['Sam Smith'],T,solo,England,1,English,FR
0.528,0.749,7,-7.571,1,0.0479,0.00488,9.60E-05,0.0949,0.729,163.944,audio_features,6Ed1q0X8oSKSm4IIhiQbYg,spotify:track:6Ed1q0X8oSKSm4IIhiQbYg,https://api.spotify.com/v1/tracks/6Ed1q0X8oSKSm4IIhiQbYg,https://api.spotify.com/v1/audio-analysis/6Ed1q0X8oSKSm4IIhiQbYg,163906,4,Daylight,"['Joji', 'Diplo']",M,colab,Japan,2,English,F
0.508,0.703,4,-5.262,1,0.0315,0.00068,0.0008,0.125,0.711,134.693,audio_features,2FpYvuB2bkocGu0o5wWfiO,spotify:track:2FpYvuB2bkocGu0o5wWfiO,https://api.spotify.com/v1/tracks/2FpYvuB2bkocGu0o5wWfiO,https://api.spotify.com/v1/audio-analysis/2FpYvuB2bkocGu0o5wWfiO,204250,4,Decirlo y No Decirlo - Remaster,['Fother Muckers'],M,band,Chile,1,Spanish,F
0.703,0.423,7,-8.276,1,0.0509,0.0363,1.15E-05,0.1,0.801,173.897,audio_features,2nyrHM2pECyxaMb3x5rRo3,spotify:track:2nyrHM2pECyxaMb3x5rRo3,https://api.spotify.com/v1/tracks/2nyrHM2pECyxaMb3x5rRo3,https://api.spotify.com/v1/audio-analysis/2nyrHM2pECyxaMb3x5rRo3,223773,4,Are We Alright Again,['Eels'],M,band,United States,1,English,F
0.585,0.606,2,-3.955,1,0.0275,0.00949,0.000283,0.0612,0.669,105.01,audio_features,5NUwYC6py4ebKmBb1bGj4a,spotify:track:5NUwYC6py4ebKmBb1bGj4a,https://api.spotify.com/v1/tracks/5NUwYC6py4ebKmBb1bGj4a,https://api.spotify.com/v1/audio-analysis/5NUwYC6py4ebKmBb1bGj4a,278013,4,Come On Out,['The Airborne Toxic Event'],V,band,United States,1,English,F
0.691,0.662,2,-5.941,1,0.0738,0.548,2.43E-06,0.119,0.299,94.028,audio_features,4WjTbrxOPvSwQlajlE4aXH,spotify:track:4WjTbrxOPvSwQlajlE4aXH,https://api.spotify.com/v1/tracks/4WjTbrxOPvSwQlajlE4aXH,https://api.spotify.com/v1/audio-analysis/4WjTbrxOPvSwQlajlE4aXH,161760,4,Kissing Other People,['Lennon Stella'],F,solo,Canada,1,English,FR
0.55,0.796,6,-5.39,1,0.0495,4.14E-05,0,0.103,0.32,128.014,audio_features,023GoM1byudLGkMZDLweRJ,spotify:track:023GoM1byudLGkMZDLweRJ,https://api.spotify.com/v1/tracks/023GoM1byudLGkMZDLweRJ,https://api.spotify.com/v1/audio-analysis/023GoM1byudLGkMZDLweRJ,197661,4,Lifetime,['Romy'],F,solo,England,1,English,FR
0.771,0.675,9,-6.319,0,0.144,0.0895,0,0.246,0.663,200.038,audio_features,65pVMXJmPzEP7eLTHOjm6E,spotify:track:65pVMXJmPzEP7eLTHOjm6E,https://api.spotify.com/v1/tracks/65pVMXJmPzEP7eLTHOjm6E,https://api.spotify.com/v1/audio-analysis/65pVMXJmPzEP7eLTHOjm6E,196917,4,Fokiu,['Velvetine'],F,solo,Mexico,1,Spanish,F
0.76,0.619,7,-7.931,1,0.136,0.00276,0,0.276,0.253,136.154,audio_features,092rfWVlz3tFzGRIOlofm2,spotify:track:092rfWVlz3tFzGRIOlofm2,https://api.spotify.com/v1/tracks/092rfWVlz3tFzGRIOlofm2,https://api.spotify.com/v1/audio-analysis/092rfWVlz3tFzGRIOlofm2,132973,4,Sum Bout U (feat. FKA twigs),"['645AR', 'FKA twigs']",V,colab,United States,2,English,F
0.715,0.87,4,-6.095,0,0.099,0.037,1.25E-05,0.232,0.79,114.999,audio_features,2rhWHc0UBesug1jvEupeBz,spotify:track:2rhWHc0UBesug1jvEupeBz,https://api.spotify.com/v1/tracks/2rhWHc0UBesug1jvEupeBz,https://api.spotify.com/v1/audio-analysis/2rhWHc0UBesug1jvEupeBz,236267,4,Miss a Thing,['Kylie Minogue'],F,solo,Australia,1,English,FR
0.838,0.609,8,-5.161,0,0.0502,0.231,0,0.0983,0.6,127.963,audio_features,67LB1vZuG114LqRN8h8bQ2,spotify:track:67LB1vZuG114LqRN8h8bQ2,https://api.spotify.com/v1/tracks/67LB1vZuG114LqRN8h8bQ2,https://api.spotify.com/v1/audio-analysis/67LB1vZuG114LqRN8h8bQ2,143825,4,Recap (feat. Don Toliver),"['NAV', 'Don Toliver']",M,colab,Canada,2,English,F
0.691,0.663,2,-8.673,1,0.0344,0.0751,0.000563,0.142,0.848,96.312,audio_features,7oO94Tv1jcfpn1NZXolLJU,spotify:track:7oO94Tv1jcfpn1NZXolLJU,https://api.spotify.com/v1/tracks/7oO94Tv1jcfpn1NZXolLJU,https://api.spotify.com/v1/audio-analysis/7oO94Tv1jcfpn1NZXolLJU,239467,4,I'm Ready,['Black Pumas'],M,band,United States,1,English,F
0.522,0.776,7,-6.588,1,0.0372,0.146,0,0.0891,0.562,176.049,audio_features,583BT5xWjMlnyJm6MuzK8h,spotify:track:583BT5xWjMlnyJm6MuzK8h,https://api.spotify.com/v1/tracks/583BT5xWjMlnyJm6MuzK8h,https://api.spotify.com/v1/audio-analysis/583BT5xWjMlnyJm6MuzK8h,191401,4,PNE,['Master Peace'],M,solo,England,1,English,F
0.752,0.702,10,-4.927,0,0.0378,0.296,0,0.103,0.324,119.987,audio_features,1bObrsJGW0UCIGZkvnDqbe,spotify:track:1bObrsJGW0UCIGZkvnDqbe,https://api.spotify.com/v1/tracks/1bObrsJGW0UCIGZkvnDqbe,https://api.spotify.com/v1/audio-analysis/1bObrsJGW0UCIGZkvnDqbe,209408,4,Stop This Flame,['Celeste'],F,solo,United States,1,English,F
0.92,0.724,10,-6.287,0,0.164,0.0444,0.0586,0.112,0.864,110.067,audio_features,1rDRBVSqKgs3K9HiX5OTrL,spotify:track:1rDRBVSqKgs3K9HiX5OTrL,https://api.spotify.com/v1/tracks/1rDRBVSqKgs3K9HiX5OTrL,https://api.spotify.com/v1/audio-analysis/1rDRBVSqKgs3K9HiX5OTrL,185884,4,All That (with Channel Tres),"['Emotional Oranges', 'Channel Tres']",V,colab,United States,2,English,FR
0.603,0.633,5,-4.148,0,0.0334,0.0473,2.80E-05,0.433,0.0894,86.971,audio_features,2hwf6IE0V4MVqw9tbWY9FQ,spotify:track:2hwf6IE0V4MVqw9tbWY9FQ,https://api.spotify.com/v1/tracks/2hwf6IE0V4MVqw9tbWY9FQ,https://api.spotify.com/v1/audio-analysis/2hwf6IE0V4MVqw9tbWY9FQ,196082,4,Call Your Name,['Tora'],F,solo,England,1,English,F
0.548,0.869,4,-3.632,1,0.0859,0.00936,0,0.751,0.484,154.931,audio_features,6egPp2V3UVRJlPI8GtD9bF,spotify:track:6egPp2V3UVRJlPI8GtD9bF,https://api.spotify.com/v1/tracks/6egPp2V3UVRJlPI8GtD9bF,https://api.spotify.com/v1/audio-analysis/6egPp2V3UVRJlPI8GtD9bF,197284,4,Peach,['Finn Askew'],M,solo,England,1,English,FR
0.306,0.665,10,-4.766,1,0.0351,0.104,5.38E-05,0.307,0.675,206.079,audio_features,3q1hA7KOkM8Xm48PKikJxM,spotify:track:3q1hA7KOkM8Xm48PKikJxM,https://api.spotify.com/v1/tracks/3q1hA7KOkM8Xm48PKikJxM,https://api.spotify.com/v1/audio-analysis/3q1hA7KOkM8Xm48PKikJxM,285943,3,Los DemÃ¡s,['Ases Falsos'],M,band,Chile,1,Spanish,F
0.737,0.557,1,-5.231,0,0.394,0.215,0,0.173,0.459,91.646,audio_features,6poJxrnTNulYCmha4n5GOF,spotify:track:6poJxrnTNulYCmha4n5GOF,https://api.spotify.com/v1/tracks/6poJxrnTNulYCmha4n5GOF,https://api.spotify.com/v1/audio-analysis/6poJxrnTNulYCmha4n5GOF,147561,4,For Ya,['Paloma Mami'],F,solo,Chile,1,English,FR
0.868,0.693,6,-7.052,0,0.181,0.0597,0.00399,0.106,0.396,114.999,audio_features,3wJVBz7gvGTwTWVAxFa6ny,spotify:track:3wJVBz7gvGTwTWVAxFa6ny,https://api.spotify.com/v1/tracks/3wJVBz7gvGTwTWVAxFa6ny,https://api.spotify.com/v1/audio-analysis/3wJVBz7gvGTwTWVAxFa6ny,156911,4,Fever,"['Dua Lipa', 'AngÃ¨le']",F,colab,England,2,English-French,FR
0.622,0.891,4,-7.898,1,0.163,0.00319,0.00165,0.0909,0.508,133.999,audio_features,1xCMyuxOhuxpndBtKLwCHI,spotify:track:1xCMyuxOhuxpndBtKLwCHI,https://api.spotify.com/v1/tracks/1xCMyuxOhuxpndBtKLwCHI,https://api.spotify.com/v1/audio-analysis/1xCMyuxOhuxpndBtKLwCHI,167000,4,FREAK,['Shygirl'],F,solo,England,1,English,F
0.793,0.717,1,-8.726,0,0.115,0.0303,0.0421,0.1,0.382,98.47,audio_features,6jszq1eOfkoGeiNOFfA8ma,spotify:track:6jszq1eOfkoGeiNOFfA8ma,https://api.spotify.com/v1/tracks/6jszq1eOfkoGeiNOFfA8ma,https://api.spotify.com/v1/audio-analysis/6jszq1eOfkoGeiNOFfA8ma,159000,4,SLIME,['Shygirl'],F,solo,England,1,English,FR
0.706,0.607,8,-5.769,1,0.0538,0.354,0.000337,0.191,0.635,97.013,audio_features,11h8rm2aWPvPdfMc2tLaJN,spotify:track:11h8rm2aWPvPdfMc2tLaJN,https://api.spotify.com/v1/tracks/11h8rm2aWPvPdfMc2tLaJN,https://api.spotify.com/v1/audio-analysis/11h8rm2aWPvPdfMc2tLaJN,193299,4,Se Me Olvida,"['YOSHI', 'Jesse Baez']",M,colab,-,2,Spanish,FR
0.749,0.523,6,-10.265,1,0.0405,0.358,0.0144,0.102,0.395,110.997,audio_features,20FDxAFtmRnAel44ZdUvXF,spotify:track:20FDxAFtmRnAel44ZdUvXF,https://api.spotify.com/v1/tracks/20FDxAFtmRnAel44ZdUvXF,https://api.spotify.com/v1/audio-analysis/20FDxAFtmRnAel44ZdUvXF,192326,4,Woof,['Sen Morimoto'],M,solo,Japan,1,English,F
0.72,0.625,7,-6.274,1,0.0362,0.0112,0.0076,0.0999,0.818,102.006,audio_features,0APAKxMXB7jdDs4kw1l30y,spotify:track:0APAKxMXB7jdDs4kw1l30y,https://api.spotify.com/v1/tracks/0APAKxMXB7jdDs4kw1l30y,https://api.spotify.com/v1/audio-analysis/0APAKxMXB7jdDs4kw1l30y,193293,4,OK,['Wallows'],M,band,United States,1,English,F
0.695,0.583,9,-6.575,0,0.0423,0.00657,8.75E-05,0.104,0.382,152.001,audio_features,1XnpzbOGptRwfJhZgLbmSr,spotify:track:1XnpzbOGptRwfJhZgLbmSr,https://api.spotify.com/v1/tracks/1XnpzbOGptRwfJhZgLbmSr,https://api.spotify.com/v1/audio-analysis/1XnpzbOGptRwfJhZgLbmSr,199120,4,Pretty Savage,['BLACKPINK'],F,band,Korea,1,Korean,FR
0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,audio_features,54bFM56PmE4YLRnqpW6Tha,spotify:track:54bFM56PmE4YLRnqpW6Tha,https://api.spotify.com/v1/tracks/54bFM56PmE4YLRnqpW6Tha,https://api.spotify.com/v1/audio-analysis/54bFM56PmE4YLRnqpW6Tha,174321,4,Therefore I Am,['Billie Eilish'],F,solo,United States,1,English,FR
0.81,0.511,5,-6.924,0,0.164,0.12,0,0.0832,0.837,151.947,audio_features,6zFMeegAMYQo0mt8rXtrli,spotify:track:6zFMeegAMYQo0mt8rXtrli,https://api.spotify.com/v1/tracks/6zFMeegAMYQo0mt8rXtrli,https://api.spotify.com/v1/audio-analysis/6zFMeegAMYQo0mt8rXtrli,154998,4,HOLIDAY,['Lil Nas X'],M,solo,United States,1,English,FR
0.911,0.811,11,-3.637,1,0.0509,0.00492,6.21E-06,0.209,0.97,119.054,audio_features,35arSG83D9FCN2Ts0qOuoc,spotify:track:35arSG83D9FCN2Ts0qOuoc,https://api.spotify.com/v1/tracks/35arSG83D9FCN2Ts0qOuoc,https://api.spotify.com/v1/audio-analysis/35arSG83D9FCN2Ts0qOuoc,168737,4,Kool,['BENEE'],F,solo,New Zeland,1,English,FR
